age,job_id,edu_id,contact,duration,campaign,pdays,outcome
38,10,2,unknown,173,1,-1,yes
41,5,3,cellular,427,4,144,no
36,5,3,cellular,216,1,-1,yes
59,2,2,telephone,427,2,-1,no
33,2,2,cellular,584,1,-1,no
33,1,2,cellular,706,2,-1,no
65,5,2,telephone,226,5,-1,no
31,5,3,cellular,608,2,-1,no
44,8,2,cellular,356,1,314,no
22,9,2,cellular,125,1,-1,yes
32,10,2,cellular,850,2,-1,yes
58,2,2,cellular,101,5,-1,no
33,5,3,cellular,535,3,328,yes
35,5,3,cellular,133,8,183,yes
40,10,3,cellular,855,1,-1,no
66,6,2,cellular,441,2,-1,no
24,10,2,cellular,259,1,-1,no
56,10,2,cellular,115,1,-1,no
41,4,1,cellular,168,1,-1,yes
34,8,2,cellular,308,2,-1,no
53,2,1,telephone,61,3,-1,no
35,2,3,cellular,119,2,-1,no
62,6,1,cellular,505,1,-1,yes
40,7,3,cellular,255,7,-1,no
45,2,2,cellular,565,2,-1,no
59,10,2,cellular,145,1,-1,no
43,2,1,cellular,424,2,147,no
35,2,2,cellular,252,5,-1,no
34,2,2,cellular,232,1,147,no
36,5,3,cellular,114,1,-1,no
41,2,1,cellular,189,2,-1,no
33,10,3,cellular,401,1,-1,no
36,8,2,cellular,283,3,-1,no
82,4,1,telephone,118,6,-1,no
32,2,1,cellular,297,2,-1,no
27,7,3,cellular,163,3,271,no
37,10,2,cellular,85,1,322,no
29,8,2,cellular,553,2,316,no
59,2,1,telephone,86,6,-1,no
45,10,1,cellular,110,1,263,no
65,6,1,cellular,72,1,-1,no
30,11,3,cellular,111,1,-1,yes
78,6,4,telephone,129,2,-1,no
32,5,3,cellular,259,2,145,no
70,6,2,cellular,318,1,181,no
