34,technician,secondary,unknown,165,5,-1,no
42,self-employed,tertiary,unknown,110,5,-1,no
33,blue-collar,tertiary,unknown,137,5,-1,no
36,management,tertiary,unknown,62,5,-1,no
55,management,tertiary,unknown,56,3,-1,no
42,housemaid,secondary,unknown,790,3,-1,no
36,blue-collar,secondary,unknown,481,6,-1,no
60,management,unknown,unknown,32,3,-1,no
44,management,primary,unknown,183,3,-1,no
48,blue-collar,secondary,unknown,114,4,-1,no
50,admin.,secondary,unknown,146,3,-1,no
42,housemaid,primary,unknown,404,3,-1,no
25,blue-collar,primary,unknown,528,2,-1,yes
31,technician,tertiary,unknown,351,3,-1,no
53,housemaid,primary,unknown,51,8,-1,no
53,blue-collar,secondary,unknown,237,3,-1,no
35,admin.,secondary,unknown,103,6,-1,no
53,blue-collar,secondary,unknown,146,4,-1,no
25,student,secondary,cellular,1207,4,385,yes
43,services,secondary,cellular,482,1,91,yes
75,retired,secondary,telephone,316,1,-1,no
37,self-employed,tertiary,cellular,310,1,-1,yes
24,student,unknown,cellular,185,1,-1,no
35,management,tertiary,cellular,134,1,386,no
30,technician,secondary,cellular,167,3,416,no
27,management,tertiary,cellular,136,5,94,no
31,technician,tertiary,cellular,122,2,185,no
21,student,unknown,cellular,288,1,-1,no
40,technician,secondary,cellular,220,2,219,no
53,blue-collar,unknown,unknown,180,1,687,no
37,admin.,secondary,unknown,15,1,-1,no
37,admin.,secondary,unknown,11,1,-1,no
26,student,secondary,unknown,22,1,-1,no
46,blue-collar,primary,unknown,9,1,-1,no
