34,admin.,tertiary,unknown,114,1,170,yes
47,blue-collar,secondary,telephone,378,1,-1,yes
22,technician,secondary,telephone,129,1,-1,no
37,technician,secondary,telephone,24,1,-1,no
26,management,tertiary,telephone,238,1,-1,no
30,admin.,secondary,telephone,119,1,167,no
36,blue-collar,secondary,unknown,71,1,378,yes
31,management,tertiary,cellular,90,3,93,yes
42,technician,secondary,cellular,227,3,93,yes
28,self-employed,tertiary,cellular,116,5,170,no
27,self-employed,tertiary,cellular,123,1,196,yes
57,unemployed,secondary,cellular,39,3,-1,no
33,services,secondary,cellular,253,1,92,yes
29,management,tertiary,cellular,226,1,92,yes
65,retired,secondary,cellular,177,1,92,no
54,housemaid,secondary,cellular,241,1,-1,yes
63,retired,primary,cellular,702,1,-1,no
72,retired,secondary,cellular,427,1,-1,no
30,unemployed,secondary,cellular,110,1,279,yes
51,management,tertiary,cellular,134,2,192,yes
32,management,tertiary,cellular,126,1,92,yes
54,unknown,secondary,cellular,104,1,99,yes
82,retired,tertiary,telephone,226,1,-1,yes
47,management,tertiary,cellular,89,1,97,yes
48,blue-collar,secondary,cellular,169,1,196,yes
61,retired,primary,cellular,150,1,463,no
77,retired,secondary,cellular,134,1,-1,yes
36,entrepreneur,secondary,cellular,247,1,97,yes
72,retired,primary,cellular,771,2,-1,no
75,retired,secondary,telephone,124,2,91,no
33,admin.,tertiary,cellular,189,2,-1,no
38,admin.,secondary,cellular,893,7,-1,yes
27,student,tertiary,cellular,192,2,92,yes
39,student,unknown,cellular,366,2,98,no
43,services,secondary,cellular,707,2,97,yes
33,technician,secondary,cellular,627,2,192,yes
27,admin.,secondary,telephone,411,4,192,yes
36,admin.,secondary,cellular,482,1,374,yes
34,blue-collar,secondary,cellular,413,1,92,yes
34,technician,secondary,cellular,319,1,100,no
