age,job_id,edu_id,contact,duration,campaign,pdays,outcome
54,2,1,unknown,156,1,-1,no
43,8,2,unknown,436,1,-1,no
55,2,1,unknown,321,1,-1,no
34,5,3,cellular,492,1,175,yes
39,8,1,cellular,181,4,-1,no
34,1,2,cellular,526,3,179,yes
34,10,2,unknown,282,1,-1,no
57,10,2,unknown,226,2,-1,no
48,5,1,unknown,145,1,-1,no
57,6,2,unknown,248,2,-1,no
31,1,2,unknown,180,1,-1,no
30,2,1,telephone,93,1,-1,no
33,3,3,cellular,92,3,-1,no
34,2,1,cellular,406,2,-1,no
28,1,2,cellular,341,3,-1,no
40,10,2,unknown,127,3,-1,no
52,2,1,unknown,314,1,-1,no
28,2,2,cellular,428,3,-1,no
30,2,2,cellular,255,1,356,no
50,2,2,cellular,97,2,-1,no
43,2,1,cellular,246,2,370,no
33,2,1,cellular,99,4,353,no
37,2,1,cellular,299,1,360,no
43,2,2,unknown,44,1,-1,no
33,2,2,cellular,112,2,-1,no
39,5,3,cellular,170,1,-1,no
36,10,2,telephone,42,3,-1,no
32,8,2,cellular,415,3,296,no
53,12,3,unknown,243,1,-1,no
32,5,2,unknown,48,1,-1,no
43,2,1,cellular,106,2,-1,no
47,5,1,unknown,114,1,-1,no
29,1,2,unknown,343,1,-1,no
44,2,1,unknown,303,4,-1,no
28,8,1,cellular,9,1,-1,no
37,2,4,cellular,343,2,-1,no
54,2,1,cellular,240,1,-1,no
55,2,4,cellular,59,1,345,no
56,6,1,cellular,132,2,-1,no
45,1,3,cellular,228,1,-1,no
47,8,2,unknown,95,6,-1,no
35,10,2,unknown,208,5,-1,no
49,5,3,cellular,590,5,359,yes
48,2,1,cellular,307,1,177,yes
37,1,2,cellular,233,1,-1,no
32,1,2,cellular,908,3,344,no
30,10,2,unknown,749,2,-1,no
28,5,3,unknown,438,4,-1,no
54,2,2,unknown,108,1,-1,no
40,2,1,cellular,23,1,332,no
34,1,1,cellular,1020,1,-1,yes
36,7,3,cellular,1723,1,356,yes
36,2,2,cellular,224,4,-1,yes
44,5,3,unknown,183,4,-1,no
31,1,2,unknown,40,2,-1,no
33,2,2,cellular,437,2,370,no
52,10,3,telephone,46,2,287,no
53,8,2,cellular,959,3,174,yes
43,11,1,unknown,322,1,-1,no
38,8,2,unknown,193,2,-1,no
51,11,2,unknown,411,1,-1,no
43,10,2,unknown,267,8,-1,no
43,8,2,unknown,293,3,-1,no
60,6,2,unknown,163,1,-1,no
28,2,1,telephone,921,4,-1,no
35,5,3,cellular,107,1,265,no
29,1,2,cellular,9,6,-1,no
33,1,2,cellular,222,1,-1,no
55,7,2,telephone,9,5,174,no
33,2,1,cellular,21,2,-1,no
52,1,2,cellular,248,1,-1,no
40,8,2,cellular,329,1,-1,no
36,3,2,cellular,104,1,-1,no
41,2,2,unknown,858,1,-1,yes
34,11,2,unknown,153,2,-1,no
41,8,1,unknown,72,1,-1,no
27,2,2,cellular,1106,1,-1,no
34,2,2,cellular,105,1,-1,no
39,3,2,unknown,323,4,-1,no
49,3,2,unknown,153,1,-1,no
37,2,2,unknown,456,9,-1,no
28,2,1,unknown,17,24,-1,no
45,2,1,cellular,16,7,-1,no
46,4,2,cellular,93,1,350,no
57,8,2,cellular,16,9,282,no
35,1,2,cellular,171,4,-1,no
30,3,3,cellular,176,2,365,no
41,2,2,cellular,90,5,-1,no
39,8,2,cellular,166,3,-1,no
30,8,2,cellular,197,4,-1,no
32,9,3,cellular,506,2,352,no
45,10,2,unknown,215,1,-1,no
47,7,3,unknown,162,1,-1,no
58,1,2,unknown,256,4,-1,no
27,9,2,cellular,68,3,-1,no
31,9,3,cellular,168,2,351,no
31,5,3,unknown,298,1,-1,no
32,8,2,cellular,46,1,-1,no
31,2,2,cellular,479,1,346,yes
51,7,2,cellular,306,4,-1,no
48,2,1,unknown,51,1,-1,no
38,2,1,cellular,87,1,-1,no
43,2,1,cellular,131,2,370,no
35,10,2,unknown,133,2,-1,no
41,2,1,unknown,1553,1,-1,yes
59,6,2,unknown,238,2,-1,no
31,2,3,cellular,414,1,175,no
37,5,3,cellular,212,1,-1,no
47,5,2,cellular,95,3,-1,no
52,5,3,cellular,165,4,371,no
51,1,2,unknown,534,1,-1,no
40,2,1,unknown,78,1,-1,no
45,3,1,unknown,120,1,-1,no
42,7,1,unknown,869,1,-1,no
45,1,2,unknown,427,1,-1,no
43,2,2,unknown,252,2,-1,no
40,10,2,unknown,274,2,-1,no
42,2,1,cellular,99,4,-1,no
35,5,3,cellular,460,2,-1,yes
50,2,2,unknown,421,1,-1,no
45,5,3,unknown,158,2,-1,no
33,1,2,unknown,199,2,-1,no
50,2,2,unknown,371,1,-1,no
51,3,2,cellular,164,3,-1,no
35,2,2,telephone,47,4,-1,no
25,12,4,unknown,158,2,-1,no
41,2,1,unknown,35,1,-1,no
41,2,2,unknown,154,2,-1,no
34,2,2,cellular,325,1,351,no
43,3,1,cellular,42,1,-1,no
27,2,2,cellular,88,1,353,no
47,1,2,cellular,80,4,-1,no
48,2,1,cellular,340,3,371,no
41,8,2,unknown,133,1,-1,no
44,2,2,cellular,10,10,-1,no
40,1,1,cellular,204,1,-1,no
50,8,2,cellular,93,3,-1,no
33,2,2,cellular,178,7,365,no
50,1,2,cellular,196,8,182,yes
43,2,1,unknown,93,4,-1,no
47,1,2,cellular,158,1,-1,no
42,2,1,cellular,11,5,-1,no
42,2,1,cellular,174,2,-1,no
39,2,1,cellular,159,1,358,no
50,5,2,cellular,140,1,-1,no
37,8,2,cellular,616,2,-1,yes
30,2,2,cellular,197,3,-1,no
42,2,1,unknown,147,3,-1,no
31,8,2,cellular,411,2,-1,no
46,1,2,cellular,111,1,-1,no
53,2,2,unknown,97,1,-1,no
44,1,2,unknown,106,5,-1,no
46,7,2,unknown,166,5,-1,no
28,2,1,cellular,533,1,371,yes
26,8,2,cellular,466,1,-1,no
28,10,2,cellular,16,6,351,no
59,2,1,unknown,267,2,-1,no
42,5,2,unknown,339,1,-1,no
40,2,2,unknown,87,1,-1,no
40,3,2,unknown,222,2,-1,no
42,2,4,unknown,79,3,-1,no
43,2,2,cellular,149,3,-1,no
26,9,2,unknown,174,2,-1,no
32,8,2,unknown,297,2,-1,no
27,2,2,unknown,72,2,-1,no
45,2,2,unknown,21,10,-1,no
40,2,1,unknown,977,1,-1,no
56,2,2,cellular,92,1,370,no
28,2,3,cellular,256,1,322,no
43,5,3,telephone,121,1,-1,no
41,11,2,telephone,28,5,-1,no
46,10,2,unknown,86,2,-1,no
57,2,1,cellular,172,2,364,no
32,2,2,unknown,413,2,-1,no
31,5,2,unknown,109,1,-1,no
34,2,2,unknown,337,1,-1,no
30,10,2,cellular,47,3,-1,no
35,9,1,cellular,177,2,345,no
51,2,2,cellular,17,8,-1,no
41,2,2,unknown,181,1,-1,no
36,1,2,unknown,1044,2,-1,no
49,10,2,unknown,229,2,-1,no
30,2,1,unknown,360,2,-1,no
58,2,1,cellular,294,2,-1,no
57,10,2,unknown,360,2,-1,no
47,8,2,unknown,335,1,-1,no
28,10,2,unknown,142,3,-1,no
57,8,2,unknown,356,1,-1,no
31,10,2,cellular,97,1,370,no
34,2,2,cellular,134,2,-1,no
29,1,2,unknown,49,1,-1,no
28,9,2,unknown,162,4,-1,no
43,5,1,cellular,133,1,300,no
47,1,2,cellular,225,1,364,no
42,2,2,unknown,71,1,-1,no
59,6,2,unknown,1125,2,-1,yes
52,2,2,cellular,292,1,-1,no
50,1,2,unknown,148,3,-1,no
29,2,2,unknown,241,2,-1,no
48,1,2,unknown,312,5,-1,no
36,1,2,cellular,722,2,344,yes
33,2,2,cellular,141,1,-1,no
35,5,3,cellular,235,1,352,no
26,2,1,cellular,43,3,-1,no
41,1,2,cellular,305,3,296,no
41,2,1,unknown,152,1,-1,no
35,5,3,unknown,192,1,-1,no
45,1,2,unknown,295,2,-1,no
33,8,2,cellular,95,2,-1,no
32,5,3,cellular,182,1,339,no
31,2,1,telephone,113,2,-1,no
35,2,2,cellular,251,3,-1,no
34,2,2,cellular,291,2,-1,no
43,2,2,cellular,100,2,-1,no
32,10,2,cellular,54,11,-1,no
45,3,2,unknown,126,3,-1,no
32,2,2,cellular,532,1,358,no
33,5,3,cellular,111,1,296,no
32,10,3,cellular,226,1,346,no
38,2,2,cellular,169,3,174,no
54,2,2,unknown,220,1,-1,no
43,2,1,unknown,211,1,-1,no
44,5,3,unknown,191,1,-1,no
55,5,3,unknown,159,2,-1,no
48,2,2,cellular,127,1,-1,no
59,5,3,cellular,303,1,-1,no
46,2,2,cellular,106,1,349,no
29,10,2,cellular,246,1,-1,no
34,5,3,cellular,115,3,-1,no
38,8,2,cellular,715,1,-1,yes
48,5,3,cellular,72,1,363,no
37,5,2,cellular,432,1,-1,no
29,8,2,cellular,50,2,-1,no
