age,job_id,edu_id,contact,duration,campaign,pdays,outcome
24,9,2,cellular,185,1,-1,yes
24,2,2,cellular,134,2,-1,yes
32,10,3,cellular,89,2,-1,yes
34,5,3,unknown,386,1,-1,yes
59,6,2,cellular,92,3,-1,no
66,6,2,cellular,232,1,181,yes
59,5,3,cellular,459,1,56,no
38,1,2,cellular,146,1,183,no
85,6,1,cellular,355,3,-1,yes
78,6,1,cellular,360,1,-1,no
50,1,2,cellular,276,3,195,no
48,1,2,cellular,318,1,561,yes
51,3,1,cellular,172,10,-1,yes
28,9,2,cellular,209,20,-1,yes
41,10,2,cellular,343,1,-1,yes
39,5,3,cellular,224,3,-1,yes
29,5,3,cellular,264,7,-1,yes
52,10,2,cellular,220,1,63,yes
68,6,2,cellular,475,1,-1,yes
59,11,2,cellular,83,3,-1,yes
58,5,3,cellular,1109,1,262,yes
25,7,4,cellular,150,2,185,no
