28,blue-collar,secondary,cellular,135,1,108,no
46,management,tertiary,cellular,114,1,60,no
42,blue-collar,secondary,cellular,324,1,106,yes
45,admin.,secondary,cellular,582,1,95,yes
31,services,secondary,cellular,394,1,-1,no
37,management,tertiary,cellular,354,1,-1,yes
58,management,tertiary,cellular,121,1,-1,no
32,technician,tertiary,cellular,796,1,109,yes
27,student,secondary,cellular,190,1,-1,no
59,admin.,secondary,cellular,186,1,-1,yes
45,blue-collar,secondary,cellular,204,1,-1,no
31,management,tertiary,cellular,150,1,-1,no
45,admin.,secondary,cellular,119,1,-1,no
24,management,tertiary,cellular,172,1,-1,no
33,management,tertiary,cellular,104,1,186,no
27,management,tertiary,cellular,91,1,-1,no
39,management,secondary,cellular,230,1,-1,no
38,self-employed,secondary,cellular,94,7,-1,no
30,management,tertiary,cellular,122,2,108,no
54,technician,tertiary,cellular,89,1,-1,no
36,technician,secondary,cellular,563,1,-1,no
55,management,unknown,cellular,338,2,-1,yes
39,technician,secondary,cellular,86,1,93,no
43,unemployed,unknown,cellular,680,1,95,no
36,management,tertiary,cellular,72,1,-1,no
29,management,tertiary,cellular,491,1,-1,yes
37,admin.,secondary,cellular,74,1,14,no
49,unemployed,tertiary,cellular,158,1,59,no
37,services,secondary,cellular,298,1,10,yes
59,management,tertiary,cellular,431,1,-1,yes
47,technician,secondary,telephone,152,1,-1,no
51,management,tertiary,cellular,168,1,-1,no
36,blue-collar,secondary,cellular,210,1,-1,no
27,technician,secondary,cellular,449,1,-1,yes
34,admin.,tertiary,cellular,81,1,-1,no
59,management,tertiary,cellular,239,1,-1,no
31,services,secondary,cellular,100,1,-1,no
28,student,secondary,cellular,259,1,63,no
39,management,tertiary,cellular,271,1,93,yes
58,retired,primary,telephone,250,1,94,no
59,services,secondary,cellular,320,1,-1,no
58,retired,primary,cellular,807,1,310,no
60,blue-collar,secondary,cellular,190,1,-1,no
33,student,unknown,cellular,136,1,-1,no
43,services,secondary,cellular,271,1,183,yes
39,technician,secondary,cellular,554,2,-1,yes
39,management,tertiary,cellular,181,2,184,no
54,management,tertiary,cellular,264,2,94,no
45,management,tertiary,cellular,81,1,-1,no
36,management,tertiary,cellular,566,7,-1,no
26,student,secondary,cellular,223,1,94,yes
35,management,tertiary,cellular,98,1,-1,no
44,technician,secondary,cellular,106,1,101,no
39,management,tertiary,cellular,182,2,-1,yes
43,management,unknown,cellular,460,1,95,yes
27,student,tertiary,cellular,198,1,98,yes
46,services,secondary,cellular,115,3,379,no
32,services,secondary,cellular,148,2,-1,yes
46,admin.,secondary,cellular,71,1,-1,no
29,management,tertiary,cellular,293,2,-1,yes
32,management,tertiary,cellular,137,2,-1,no
36,unemployed,tertiary,cellular,169,1,94,no
42,management,primary,cellular,545,2,186,yes
28,technician,secondary,cellular,253,1,107,no
53,blue-collar,unknown,telephone,231,2,-1,yes
57,technician,secondary,cellular,105,2,-1,no
30,entrepreneur,tertiary,cellular,157,3,-1,no
36,management,tertiary,cellular,970,2,92,yes
26,technician,tertiary,cellular,43,1,-1,no
40,admin.,tertiary,telephone,249,3,-1,no
38,management,tertiary,cellular,580,3,-1,no
27,management,tertiary,cellular,685,1,101,yes
39,unemployed,secondary,telephone,23,2,-1,no
29,management,tertiary,cellular,46,3,-1,no
