age,job_id,edu_id,contact,duration,campaign,pdays,outcome
33,5,2,cellular,199,1,-1,no
40,5,2,cellular,155,6,-1,no
55,5,3,cellular,64,2,-1,no
31,10,2,cellular,121,2,-1,no
46,3,3,cellular,604,6,-1,yes
36,10,2,cellular,381,6,-1,no
31,5,3,cellular,332,3,-1,no
55,4,2,cellular,256,2,-1,no
33,5,3,cellular,112,4,-1,no
40,7,2,cellular,55,6,-1,no
31,12,3,cellular,385,9,-1,no
58,6,3,cellular,246,2,-1,no
35,5,3,cellular,24,30,-1,no
47,5,3,cellular,47,7,-1,no
47,8,3,cellular,602,9,-1,no
47,2,1,telephone,208,6,-1,no
55,5,3,cellular,607,4,-1,no
32,10,2,cellular,586,2,-1,no
36,8,2,cellular,81,2,-1,no
33,5,2,cellular,168,2,-1,no
44,5,3,cellular,243,12,-1,no
32,10,3,cellular,239,2,-1,no
34,10,2,cellular,119,8,-1,no
46,5,3,cellular,79,4,-1,no
43,10,2,cellular,88,10,-1,no
33,10,3,cellular,135,3,-1,no
34,10,2,cellular,142,2,-1,no
33,10,2,cellular,93,2,-1,no
32,10,2,cellular,278,2,-1,no
33,10,3,cellular,76,7,-1,no
50,10,2,telephone,295,5,-1,no
46,4,1,cellular,234,4,-1,no
54,4,1,cellular,132,2,-1,no
52,5,3,cellular,232,2,-1,no
59,1,2,cellular,353,16,-1,no
37,5,3,cellular,72,2,-1,no
53,8,1,cellular,80,2,-1,no
30,10,2,cellular,180,4,-1,no
41,10,2,cellular,117,4,-1,no
41,10,2,cellular,209,2,-1,no
33,10,2,cellular,239,2,-1,no
33,10,3,cellular,296,2,-1,no
31,4,3,cellular,78,3,-1,no
47,2,1,cellular,19,21,-1,no
36,10,2,cellular,251,4,-1,no
42,10,2,cellular,30,5,-1,no
60,2,1,telephone,67,4,-1,no
33,3,2,cellular,219,4,-1,no
55,2,4,cellular,1329,2,-1,yes
34,10,3,cellular,739,2,-1,yes
34,1,2,cellular,192,6,-1,no
37,5,3,cellular,132,1,-1,no
38,7,3,cellular,508,7,-1,no
33,5,3,cellular,227,2,-1,no
57,10,2,cellular,119,2,-1,no
58,6,1,cellular,137,4,-1,no
50,1,1,cellular,101,4,-1,no
33,5,3,cellular,306,2,-1,no
34,5,2,cellular,132,4,-1,no
36,5,3,cellular,136,2,-1,no
58,2,2,cellular,73,2,-1,no
55,2,2,cellular,140,11,-1,no
50,2,1,cellular,149,4,-1,no
43,5,3,cellular,239,4,-1,no
59,1,2,cellular,1241,11,-1,yes
43,10,2,cellular,79,2,-1,no
36,10,3,cellular,85,2,-1,no
37,4,1,cellular,160,1,-1,no
41,10,2,cellular,157,1,-1,no
51,11,2,cellular,735,1,-1,yes
34,10,2,cellular,154,2,-1,no
46,8,2,cellular,565,2,-1,yes
33,5,3,cellular,182,1,-1,no
60,7,2,cellular,40,2,-1,no
34,5,3,cellular,73,2,-1,no
37,10,2,cellular,75,7,-1,no
33,12,3,cellular,138,1,-1,no
48,5,3,cellular,91,4,-1,no
30,10,2,cellular,198,2,-1,no
36,5,3,cellular,247,4,-1,no
30,10,3,cellular,1809,5,-1,no
32,7,3,cellular,171,15,-1,no
41,10,2,cellular,336,10,-1,yes
40,10,3,cellular,105,3,-1,no
34,5,2,cellular,82,3,-1,no
41,5,3,cellular,80,2,-1,no
30,5,2,cellular,78,2,-1,no
35,10,2,cellular,73,2,-1,no
53,2,2,cellular,528,2,-1,yes
59,6,1,cellular,460,1,-1,no
48,2,1,telephone,105,5,-1,no
49,4,2,cellular,220,2,-1,no
34,10,3,cellular,215,10,-1,no
31,10,3,cellular,127,2,-1,no
39,5,3,cellular,109,2,-1,no
36,10,2,cellular,173,3,-1,no
35,5,3,cellular,239,3,-1,no
52,5,3,cellular,343,5,-1,no
31,10,2,cellular,436,5,-1,no
33,5,3,cellular,107,6,-1,no
30,10,3,cellular,34,2,-1,no
48,10,2,cellular,63,8,-1,no
39,5,3,cellular,199,6,-1,no
33,5,3,cellular,311,1,-1,no
49,1,2,cellular,115,2,-1,no
42,5,2,cellular,67,2,-1,no
30,10,2,cellular,79,5,-1,no
32,7,3,cellular,398,5,-1,no
53,4,4,cellular,207,1,-1,no
34,10,3,cellular,289,6,-1,no
46,2,1,cellular,95,2,-1,no
43,10,3,cellular,78,2,-1,no
30,10,3,cellular,69,2,-1,no
30,5,3,cellular,64,2,-1,no
31,10,2,cellular,186,2,-1,no
35,10,2,cellular,392,1,-1,no
37,11,2,cellular,99,2,-1,no
43,10,2,cellular,73,2,-1,no
36,10,2,cellular,309,3,-1,no
37,10,2,cellular,92,12,-1,no
36,5,3,cellular,101,2,-1,no
57,10,2,cellular,527,6,-1,no
42,7,2,cellular,94,4,-1,no
47,4,2,cellular,48,4,-1,no
32,5,3,cellular,360,2,-1,no
50,8,1,cellular,203,4,-1,no
31,10,2,cellular,142,1,-1,no
41,10,2,cellular,169,6,-1,no
31,10,2,cellular,107,2,-1,no
30,5,3,cellular,102,6,-1,no
30,5,3,cellular,209,2,-1,no
31,5,3,cellular,121,1,-1,no
34,5,2,cellular,238,6,-1,no
32,5,3,cellular,72,4,-1,no
39,5,3,cellular,714,6,-1,no
48,1,2,unknown,11,1,-1,no
34,10,2,cellular,177,2,-1,no
44,5,3,cellular,92,4,-1,no
51,2,2,cellular,511,4,-1,no
36,10,3,cellular,147,2,-1,no
30,8,2,cellular,192,5,-1,no
44,10,2,cellular,520,2,-1,yes
30,10,3,cellular,215,2,-1,no
46,2,1,cellular,157,6,-1,no
59,6,4,cellular,146,3,-1,no
33,5,3,cellular,129,6,-1,no
32,5,3,cellular,195,4,-1,no
39,10,2,cellular,110,1,-1,no
36,10,2,cellular,136,6,-1,no
35,10,2,cellular,112,2,-1,no
36,5,3,cellular,122,1,-1,no
46,2,1,telephone,16,13,-1,no
36,10,2,cellular,239,4,-1,no
49,10,2,cellular,57,2,-1,no
31,5,3,cellular,81,4,-1,no
51,5,3,cellular,209,7,-1,no
59,2,1,cellular,176,6,-1,no
45,10,3,cellular,87,4,-1,no
46,4,3,cellular,1241,2,-1,no
45,10,2,cellular,55,3,-1,no
51,5,3,cellular,111,2,-1,no
35,10,2,cellular,94,2,-1,no
52,2,2,cellular,314,4,-1,no
50,5,3,cellular,128,4,-1,no
30,11,3,cellular,374,4,-1,no
34,5,3,cellular,80,4,-1,no
32,10,2,cellular,313,6,-1,no
53,2,3,cellular,107,2,-1,no
49,5,3,cellular,379,4,-1,no
47,4,2,cellular,222,3,-1,no
34,11,3,cellular,71,5,-1,no
58,8,2,cellular,283,1,-1,no
52,5,3,cellular,1123,4,-1,yes
55,2,1,cellular,74,2,-1,no
31,10,3,cellular,34,9,-1,no
