age,job_id,edu_id,contact,duration,campaign,pdays,outcome
49,2,1,cellular,26,5,-1,no
30,10,2,cellular,112,2,-1,no
48,2,1,cellular,144,5,209,no
51,1,2,cellular,18,3,12,no
30,7,1,cellular,224,3,-1,no
31,5,3,cellular,155,3,-1,no
39,10,2,cellular,82,3,-1,no
29,5,2,cellular,844,2,-1,no
41,11,2,cellular,64,2,-1,no
27,5,3,cellular,120,2,104,yes
28,1,2,cellular,70,2,-1,no
76,6,1,telephone,68,12,-1,no
48,5,4,cellular,138,5,256,no
31,5,3,cellular,65,3,-1,no
58,10,2,telephone,167,1,469,no
43,5,3,cellular,71,2,-1,no
45,2,2,cellular,45,2,-1,no
33,10,2,cellular,91,3,236,no
32,11,4,cellular,35,2,-1,no
29,10,2,cellular,826,7,-1,no
44,1,2,cellular,132,3,-1,no
56,10,2,cellular,139,5,265,no
36,10,2,cellular,631,1,260,yes
34,4,3,cellular,37,2,-1,no
45,11,2,cellular,222,6,-1,no
27,1,2,cellular,176,3,195,no
23,9,2,cellular,742,2,182,yes
27,5,3,cellular,17,3,-1,no
28,1,3,cellular,92,7,-1,no
28,7,2,cellular,701,4,-1,yes
37,5,3,cellular,41,3,-1,no
34,1,2,cellular,30,4,-1,no
39,5,2,cellular,170,2,-1,no
33,5,3,cellular,385,2,92,yes
28,10,2,cellular,16,9,-1,no
49,4,2,telephone,23,5,-1,no
53,1,2,cellular,164,2,92,yes
28,10,3,cellular,253,21,-1,yes
48,11,4,cellular,97,2,-1,no
45,11,1,cellular,247,5,-1,no
32,5,3,cellular,616,5,-1,no
35,10,2,cellular,29,2,-1,no
65,3,3,telephone,290,1,92,yes
29,10,2,cellular,96,2,-1,no
31,10,2,telephone,10,5,-1,no
28,8,2,cellular,379,3,-1,no
46,8,2,cellular,388,3,257,no
27,2,2,cellular,11,7,-1,no
32,2,3,cellular,103,3,-1,no
29,1,2,cellular,502,5,-1,no
29,10,3,cellular,835,3,-1,yes
26,7,3,cellular,133,3,-1,no
48,5,3,cellular,18,8,-1,no
36,7,2,cellular,8,7,248,no
41,11,1,cellular,244,3,-1,no
36,11,2,cellular,71,2,-1,no
35,2,2,cellular,226,3,280,no
43,2,2,cellular,146,3,256,no
33,11,2,cellular,18,6,-1,no
31,8,2,cellular,190,6,-1,no
47,5,1,cellular,38,3,-1,no
27,5,4,cellular,10,2,-1,no
44,7,2,telephone,15,5,-1,no
28,10,2,cellular,84,2,-1,no
33,5,3,cellular,21,5,-1,no
35,11,1,cellular,19,11,-1,no
58,11,2,cellular,60,2,-1,no
32,7,3,cellular,122,3,-1,no
30,2,1,cellular,133,2,213,no
31,2,2,cellular,473,3,12,no
39,8,3,cellular,912,3,-1,yes
51,1,2,telephone,23,10,-1,no
32,2,2,cellular,117,3,-1,no
40,5,3,cellular,47,4,-1,no
57,11,4,cellular,42,3,-1,no
30,1,2,cellular,123,1,-1,yes
55,11,1,cellular,7,5,-1,no
42,8,1,cellular,216,2,-1,no
25,9,2,cellular,215,1,92,yes
48,10,3,cellular,168,2,203,no
59,8,2,cellular,105,2,-1,no
32,2,1,cellular,308,4,208,no
30,1,2,cellular,191,1,-1,no
32,11,4,cellular,79,5,-1,no
38,2,1,cellular,269,2,-1,no
49,2,1,cellular,433,3,-1,no
29,5,3,cellular,204,2,-1,no
48,2,2,telephone,49,6,-1,no
34,11,3,cellular,189,3,-1,no
32,10,3,cellular,172,1,92,no
24,9,3,cellular,98,1,92,yes
27,5,3,cellular,59,3,-1,no
49,2,1,telephone,152,3,221,no
32,5,3,cellular,13,5,-1,no
53,2,1,telephone,16,5,-1,no
27,11,2,cellular,817,5,-1,no
27,11,2,telephone,24,5,-1,no
45,5,2,cellular,102,4,-1,no
41,8,4,cellular,155,3,-1,no
38,2,2,cellular,69,4,-1,no
41,7,3,telephone,147,3,-1,no
35,5,3,cellular,27,7,-1,no
35,2,2,telephone,13,7,272,no
44,11,1,cellular,290,6,-1,no
32,2,2,cellular,7,7,-1,no
34,2,1,cellular,22,4,-1,no
33,9,2,cellular,359,1,92,yes
40,2,1,cellular,171,3,277,no
58,2,1,cellular,96,6,264,no
31,7,3,telephone,1541,1,-1,yes
33,2,2,telephone,211,5,-1,no
33,5,3,telephone,12,12,256,no
