29,self-employed,tertiary,cellular,110,7,252,no
35,technician,tertiary,cellular,187,7,-1,yes
70,retired,primary,telephone,372,1,196,yes
62,blue-collar,secondary,cellular,183,1,90,yes
59,technician,primary,cellular,309,1,91,yes
51,admin.,secondary,cellular,236,1,90,no
50,management,tertiary,cellular,218,3,161,no
48,unemployed,secondary,cellular,517,1,282,yes
81,retired,tertiary,cellular,357,1,-1,no
48,services,secondary,cellular,273,1,-1,no
45,admin.,secondary,cellular,233,1,-1,yes
32,admin.,secondary,cellular,203,1,87,yes
49,technician,primary,cellular,470,1,196,no
36,admin.,secondary,cellular,96,7,93,no
36,admin.,unknown,cellular,589,2,-1,yes
33,services,secondary,cellular,305,2,274,yes
32,technician,tertiary,cellular,67,1,-1,no
64,housemaid,primary,cellular,371,1,-1,yes
37,self-employed,tertiary,cellular,153,1,225,no
30,management,tertiary,cellular,362,2,91,yes
59,services,secondary,cellular,408,1,-1,yes
50,admin.,secondary,cellular,166,1,-1,no
32,admin.,secondary,cellular,366,2,-1,yes
