55,technician,secondary,cellular,506,2,-1,no
71,retired,tertiary,telephone,195,2,-1,no
63,retired,tertiary,cellular,82,2,-1,no
69,retired,secondary,cellular,666,1,90,yes
33,services,unknown,cellular,527,1,-1,yes
33,management,tertiary,cellular,267,1,180,yes
23,management,tertiary,cellular,606,1,-1,yes
35,management,tertiary,unknown,9,1,-1,no
31,services,secondary,unknown,5,1,-1,no
27,services,secondary,unknown,5,1,-1,no
49,admin.,secondary,cellular,139,2,181,no
31,admin.,secondary,cellular,167,2,181,no
45,technician,secondary,cellular,287,2,181,yes
61,retired,secondary,cellular,218,2,91,yes
41,retired,primary,cellular,235,1,287,no
49,technician,secondary,cellular,266,5,-1,no
47,admin.,secondary,cellular,493,4,-1,no
