age,job_id,edu_id,contact,duration,campaign,pdays,outcome
39,8,2,cellular,213,1,185,yes
83,6,1,telephone,225,1,-1,no
32,5,3,cellular,420,1,15,no
31,7,3,cellular,365,1,94,yes
44,1,2,cellular,232,1,213,no
46,1,3,cellular,260,1,94,yes
32,8,3,cellular,110,6,95,no
55,5,3,cellular,187,2,-1,no
49,1,3,cellular,252,2,93,yes
44,10,3,cellular,444,1,99,yes
37,1,2,cellular,144,2,463,no
40,10,3,cellular,240,3,-1,no
27,9,3,cellular,431,1,466,yes
62,5,3,cellular,299,1,-1,yes
57,6,1,cellular,126,1,185,no
88,6,1,telephone,318,1,-1,no
69,6,2,telephone,2055,1,-1,no
32,1,2,cellular,331,1,99,yes
