age,job_id,edu_id,contact,duration,campaign,pdays,outcome
36,11,2,cellular,339,3,-1,no
57,6,1,telephone,124,4,-1,no
26,5,3,cellular,650,2,-1,no
37,2,2,cellular,638,4,266,no
32,5,1,cellular,445,5,-1,no
30,10,3,cellular,180,1,-1,no
40,5,3,cellular,182,3,-1,no
33,11,2,cellular,844,3,-1,no
28,2,1,cellular,157,2,-1,no
31,5,3,cellular,203,2,2,no
46,8,2,cellular,219,1,2,no
56,10,1,cellular,108,2,2,no
32,5,3,cellular,402,2,2,no
28,7,2,cellular,177,3,192,no
51,3,3,cellular,643,1,-1,no
45,3,2,cellular,250,2,2,no
27,11,2,cellular,274,4,-1,no
48,5,3,cellular,134,2,169,no
35,2,2,cellular,626,3,-1,no
56,8,2,cellular,16,1,2,no
29,8,3,cellular,499,5,248,no
56,6,2,telephone,479,1,-1,no
49,1,2,cellular,61,1,-1,no
34,10,2,cellular,795,1,-1,no
54,1,1,cellular,520,3,-1,no
56,3,3,cellular,374,4,-1,no
36,7,3,cellular,859,1,235,no
42,8,2,cellular,217,2,-1,no
36,8,2,cellular,424,1,-1,no
47,10,2,cellular,113,3,-1,no
30,8,2,telephone,41,1,249,no
29,8,2,cellular,327,4,-1,no
32,2,2,cellular,410,2,196,no
32,8,2,cellular,134,1,-1,no
29,8,4,cellular,726,2,-1,yes
53,8,3,cellular,189,1,-1,no
27,7,2,cellular,208,2,-1,no
47,11,2,cellular,127,2,233,no
27,5,3,cellular,554,2,-1,no
51,11,2,telephone,237,2,-1,no
28,5,3,telephone,399,2,2,no
41,2,2,cellular,118,3,270,no
39,1,2,cellular,107,2,-1,no
29,3,2,cellular,413,3,-1,no
26,10,3,cellular,350,3,248,no
26,5,3,cellular,78,2,-1,no
54,2,2,telephone,63,1,2,no
58,3,3,cellular,168,1,-1,no
36,11,2,cellular,410,2,-1,no
29,8,2,cellular,194,1,-1,no
38,5,3,cellular,339,2,-1,no
30,10,3,telephone,276,3,-1,no
28,8,2,cellular,337,4,-1,no
53,11,2,cellular,68,2,-1,no
33,10,2,cellular,272,1,270,no
29,1,2,cellular,258,2,263,no
46,10,2,cellular,153,1,2,no
33,8,2,cellular,166,1,-1,no
41,10,2,cellular,249,3,245,no
47,11,3,cellular,240,1,-1,no
30,1,2,cellular,353,2,228,no
44,10,2,cellular,64,1,-1,no
30,10,2,cellular,130,2,2,no
51,3,3,cellular,93,1,2,no
42,2,2,cellular,82,2,-1,no
31,8,2,cellular,164,1,-1,no
36,8,2,cellular,706,1,252,no
27,1,2,cellular,46,1,-1,no
52,5,3,cellular,131,1,241,no
46,2,1,cellular,89,4,235,no
28,1,2,cellular,73,3,256,no
60,10,3,cellular,1451,1,-1,yes
35,10,3,cellular,162,3,205,no
34,5,3,cellular,458,3,-1,no
32,1,2,cellular,119,3,-1,no
34,5,3,cellular,193,1,-1,no
55,11,2,cellular,89,1,-1,no
27,5,1,cellular,475,3,-1,yes
51,1,3,cellular,158,1,-1,no
49,5,3,cellular,281,2,269,no
28,5,3,cellular,651,2,-1,no
34,5,3,telephone,521,3,158,no
29,1,2,cellular,150,1,-1,no
28,9,2,cellular,532,2,-1,yes
53,2,1,telephone,1431,2,-1,no
32,8,2,cellular,164,1,-1,no
46,5,4,cellular,445,1,189,no
42,10,2,cellular,183,2,241,no
56,11,2,cellular,52,2,-1,no
33,10,3,cellular,499,1,247,no
29,10,3,cellular,103,2,-1,no
28,7,2,cellular,205,1,-1,no
36,1,2,cellular,632,3,228,no
32,2,2,cellular,206,3,-1,no
43,1,2,cellular,74,1,-1,no
32,11,2,cellular,210,3,-1,no
29,11,2,cellular,510,2,-1,no
47,5,3,cellular,139,1,-1,no
44,2,2,cellular,334,1,-1,no
30,5,3,cellular,320,2,-1,no
28,3,3,cellular,241,1,-1,no
32,8,2,cellular,320,2,-1,no
50,5,3,cellular,199,1,205,no
31,8,2,cellular,427,1,-1,no
54,10,2,cellular,81,1,-1,no
31,1,2,cellular,1776,2,-1,yes
42,8,1,cellular,54,1,-1,no
31,7,3,cellular,154,6,263,no
59,1,1,cellular,126,5,259,no
40,10,3,cellular,427,1,-1,no
26,5,3,cellular,141,1,-1,no
35,11,2,cellular,645,4,-1,no
28,2,2,telephone,199,2,2,no
34,4,1,cellular,10,1,2,no
32,1,2,telephone,118,5,-1,no
44,11,4,telephone,262,2,-1,no
34,8,2,telephone,568,2,-1,no
39,4,2,cellular,23,6,232,no
33,2,3,cellular,159,1,191,no
45,8,2,cellular,87,1,-1,no
39,2,1,cellular,80,1,2,no
40,7,3,cellular,90,1,-1,no
58,3,3,cellular,540,1,2,no
35,8,2,cellular,346,1,-1,no
36,2,2,cellular,344,2,-1,no
