age,job_id,edu_id,contact,duration,campaign,pdays,outcome
42,1,2,cellular,931,1,-1,yes
30,2,2,cellular,808,2,-1,yes
27,10,3,telephone,370,4,-1,no
38,1,2,cellular,102,1,-1,no
38,2,2,cellular,143,1,-1,no
46,10,3,telephone,162,3,2,no
35,10,2,cellular,146,2,262,no
34,10,4,cellular,263,2,191,no
58,5,3,cellular,49,1,-1,no
36,8,2,telephone,99,1,259,no
51,10,2,cellular,197,1,2,no
36,10,2,cellular,771,1,-1,yes
42,5,2,cellular,545,1,-1,no
51,11,2,cellular,321,1,-1,no
32,1,2,cellular,122,1,-1,no
57,5,3,cellular,209,2,197,no
35,10,2,cellular,163,1,254,no
29,2,2,cellular,128,2,-1,no
32,8,2,cellular,462,2,-1,no
27,5,3,cellular,158,3,206,no
41,11,3,cellular,81,1,-1,no
26,11,3,cellular,230,1,-1,no
57,10,1,cellular,44,1,200,no
35,2,2,cellular,109,3,-1,no
39,10,2,cellular,144,5,248,no
36,1,3,cellular,60,2,2,no
33,5,3,cellular,1169,4,-1,no
53,10,3,telephone,173,2,2,no
26,8,2,cellular,397,1,-1,no
31,10,2,cellular,366,4,-1,no
33,1,2,cellular,1296,2,-1,no
31,5,3,cellular,175,2,2,no
60,6,2,telephone,345,1,-1,no
34,10,2,cellular,196,2,189,no
56,2,2,cellular,90,2,232,no
26,8,2,cellular,206,5,239,no
27,10,3,cellular,195,2,-1,no
34,5,2,cellular,417,4,-1,no
32,8,2,cellular,194,3,-1,no
55,10,4,cellular,138,1,270,no
54,2,4,telephone,258,5,248,no
40,4,2,cellular,431,2,-1,no
60,1,2,cellular,255,2,2,no
38,11,2,cellular,437,1,-1,no
31,11,2,cellular,130,1,2,no
26,8,2,cellular,1136,2,-1,yes
47,7,2,cellular,188,2,-1,no
37,8,2,cellular,188,1,-1,no
59,2,2,cellular,85,2,-1,no
36,11,2,cellular,169,1,2,no
39,7,3,cellular,227,1,189,no
27,8,2,cellular,403,1,-1,no
57,5,3,cellular,456,3,197,no
46,2,2,cellular,11,4,-1,no
28,1,2,cellular,121,1,240,no
31,10,3,cellular,200,1,259,no
51,8,2,cellular,436,1,270,no
38,5,3,cellular,220,3,-1,no
31,11,1,cellular,707,2,2,yes
37,2,2,cellular,588,1,-1,no
45,5,3,cellular,90,5,172,no
27,9,2,cellular,164,5,-1,no
27,11,3,cellular,533,1,-1,no
51,1,2,cellular,150,1,252,no
26,4,3,cellular,169,3,-1,no
36,10,2,cellular,198,2,266,no
37,8,2,cellular,267,6,-1,no
55,6,2,cellular,861,1,2,no
45,5,3,cellular,125,1,2,no
33,3,3,cellular,922,5,-1,yes
59,11,1,cellular,3025,2,-1,no
53,11,2,telephone,89,3,-1,no
52,2,1,cellular,177,4,248,no
27,5,3,cellular,267,4,-1,no
27,5,3,cellular,323,4,-1,no
26,5,3,cellular,405,2,-1,no
49,5,3,cellular,433,2,228,no
33,1,2,cellular,308,2,-1,no
41,5,2,cellular,2770,1,-1,yes
33,2,2,cellular,76,2,207,no
38,5,3,cellular,140,1,2,no
53,6,1,cellular,114,4,-1,no
49,5,3,cellular,61,2,2,no
38,5,3,cellular,67,1,-1,no
26,1,2,cellular,226,2,-1,no
53,1,2,cellular,103,1,252,no
47,4,3,cellular,592,1,-1,no
45,2,4,cellular,166,1,262,no
56,5,3,cellular,299,1,2,no
34,10,2,cellular,89,1,-1,no
31,5,3,cellular,68,3,256,no
34,2,2,cellular,84,4,252,no
41,2,1,cellular,419,1,-1,no
57,6,1,cellular,868,1,-1,no
26,10,3,cellular,151,2,2,no
36,2,2,cellular,473,2,-1,no
60,1,2,cellular,385,3,197,no
41,1,2,cellular,210,2,-1,no
56,11,2,cellular,86,1,-1,no
50,11,2,cellular,113,1,-1,no
35,2,2,cellular,144,1,266,no
26,1,2,cellular,77,1,2,no
27,2,1,cellular,197,4,-1,no
29,5,3,cellular,258,2,-1,no
34,2,2,cellular,379,1,-1,no
36,11,1,cellular,193,3,-1,no
27,10,3,cellular,283,1,-1,no
40,10,3,cellular,99,1,-1,no
28,2,2,cellular,81,1,-1,no
42,6,3,cellular,114,2,-1,no
45,1,2,cellular,91,1,2,no
46,11,2,cellular,428,1,-1,no
39,5,2,cellular,82,2,-1,no
54,10,4,cellular,491,1,-1,no
47,11,1,telephone,66,1,241,no
55,2,4,cellular,143,1,2,no
49,5,3,cellular,166,3,2,no
26,1,2,cellular,103,1,-1,no
54,10,2,cellular,86,1,-1,no
47,10,3,cellular,236,1,260,no
31,8,2,cellular,229,1,-1,no
44,5,3,cellular,511,2,-1,no
35,1,2,telephone,103,3,-1,no
