age,job_id,edu_id,contact,duration,campaign,pdays,outcome
43,2,2,cellular,239,1,-1,no
41,8,2,cellular,93,3,140,no
45,3,1,cellular,354,1,-1,no
38,10,2,cellular,196,2,-1,no
26,7,2,cellular,148,1,-1,yes
40,1,2,cellular,479,1,-1,no
53,2,2,cellular,413,1,-1,no
30,10,2,cellular,265,1,-1,no
39,2,1,cellular,620,1,39,no
31,10,2,cellular,562,1,-1,no
29,7,3,cellular,89,1,314,no
50,2,2,cellular,310,1,-1,no
65,6,1,cellular,43,3,-1,no
32,2,2,cellular,293,3,322,no
44,11,2,cellular,411,1,-1,no
36,8,2,cellular,15,1,316,no
35,3,3,cellular,157,1,267,no
35,5,3,cellular,139,1,243,no
27,1,3,cellular,49,2,-1,no
63,6,2,cellular,72,5,-1,no
53,2,2,cellular,210,1,253,no
24,1,2,cellular,66,1,330,no
39,5,3,cellular,145,1,-1,no
43,3,3,cellular,197,1,-1,no
49,3,3,cellular,253,1,140,no
50,5,2,cellular,736,7,-1,no
41,10,2,cellular,157,4,309,no
31,2,2,cellular,208,1,-1,no
42,10,1,cellular,99,1,251,no
38,5,3,cellular,163,2,-1,no
40,1,2,cellular,389,1,266,no
42,2,2,cellular,226,2,-1,no
51,2,2,cellular,895,1,-1,yes
46,10,2,cellular,226,2,-1,no
41,2,2,cellular,158,2,-1,no
47,11,1,cellular,274,1,-1,no
33,2,1,cellular,311,1,330,no
53,2,1,cellular,208,1,140,no
41,5,3,cellular,542,3,140,no
48,5,3,cellular,725,3,-1,no
30,2,3,cellular,465,4,-1,yes
