61,retired,primary,cellular,90,4,-1,no
60,admin.,unknown,cellular,324,8,-1,no
23,student,primary,cellular,122,2,91,no
67,retired,primary,cellular,96,2,-1,no
38,unknown,tertiary,cellular,260,3,95,yes
72,retired,secondary,cellular,135,4,-1,no
30,management,tertiary,cellular,129,2,-1,no
58,housemaid,primary,cellular,339,1,38,no
27,student,tertiary,cellular,146,3,224,no
56,admin.,secondary,cellular,212,1,-1,yes
61,retired,secondary,cellular,336,1,81,no
42,technician,secondary,cellular,285,1,-1,yes
36,management,tertiary,cellular,91,1,37,yes
20,student,unknown,cellular,158,2,-1,no
47,technician,secondary,unknown,91,1,100,yes
63,retired,secondary,cellular,113,1,80,no
73,retired,unknown,cellular,210,1,-1,yes
46,blue-collar,secondary,cellular,108,2,129,yes
32,management,tertiary,cellular,100,2,-1,yes
73,retired,tertiary,cellular,106,2,-1,yes
49,entrepreneur,tertiary,cellular,240,1,-1,no
28,blue-collar,secondary,telephone,240,2,95,yes
46,management,tertiary,cellular,658,4,95,yes
74,retired,primary,telephone,290,2,-1,yes
