age,job_id,edu_id,contact,duration,campaign,pdays,outcome
80,6,2,telephone,606,3,91,yes
24,9,2,cellular,630,1,-1,yes
51,5,3,cellular,638,1,427,yes
23,9,3,cellular,210,1,92,no
36,5,3,cellular,708,2,183,yes
46,9,4,cellular,358,3,184,yes
77,6,1,telephone,160,4,-1,no
22,9,4,cellular,221,1,-1,no
31,5,3,cellular,76,1,-1,no
31,10,3,cellular,213,4,184,no
34,5,3,cellular,220,2,184,yes
33,2,2,unknown,9,1,-1,no
26,5,3,cellular,137,1,-1,yes
39,10,2,cellular,108,2,98,yes
58,5,3,cellular,400,2,95,yes
60,11,2,cellular,246,1,184,yes
37,2,2,cellular,421,2,95,no
28,5,2,cellular,233,1,95,no
25,1,2,cellular,260,1,96,yes
32,5,3,cellular,519,1,131,yes
70,6,2,cellular,206,1,-1,yes
43,2,2,cellular,261,1,98,yes
24,10,2,cellular,445,2,-1,yes
47,6,1,cellular,293,1,-1,yes
50,1,3,cellular,495,1,92,yes
