age,job_id,edu_id,contact,duration,campaign,pdays,outcome
59,6,2,cellular,272,2,-1,no
32,5,3,cellular,176,4,-1,no
46,5,3,cellular,87,4,-1,no
34,10,3,cellular,589,2,-1,no
53,10,1,cellular,96,1,-1,no
29,10,2,cellular,260,1,-1,no
38,5,3,cellular,361,1,-1,no
38,1,3,telephone,21,31,-1,no
36,2,2,cellular,42,6,-1,no
25,1,2,cellular,127,3,-1,no
41,5,3,cellular,1134,5,-1,yes
24,1,2,cellular,338,1,-1,no
29,2,1,telephone,53,1,-1,no
51,7,2,telephone,79,1,-1,no
34,1,2,cellular,124,1,-1,no
52,1,2,cellular,128,2,-1,no
30,10,3,cellular,306,1,-1,no
33,2,1,cellular,47,2,-1,no
28,2,1,cellular,120,2,-1,no
38,2,2,cellular,239,2,-1,no
32,10,2,cellular,166,1,-1,no
43,1,2,cellular,163,4,-1,no
40,5,3,cellular,65,2,-1,no
36,5,2,cellular,368,2,-1,no
32,2,2,cellular,189,3,-1,no
50,5,3,cellular,172,1,-1,no
55,4,2,telephone,1130,8,-1,yes
44,3,2,cellular,100,4,-1,no
40,1,3,cellular,449,1,-1,no
33,2,2,cellular,357,1,-1,no
44,5,3,cellular,141,2,-1,no
56,8,1,telephone,1877,1,-1,yes
35,5,3,cellular,985,11,-1,yes
47,10,2,telephone,105,2,-1,no
51,1,2,telephone,722,3,-1,no
40,2,1,cellular,1080,4,-1,yes
44,1,2,cellular,105,10,-1,no
27,2,1,cellular,93,4,-1,no
33,10,3,cellular,204,4,-1,no
42,11,4,telephone,691,10,-1,yes
51,6,2,cellular,564,5,-1,no
48,10,2,cellular,338,3,-1,no
26,5,2,cellular,594,1,-1,no
28,7,3,cellular,479,1,-1,no
47,2,1,cellular,71,1,-1,no
56,4,2,telephone,65,1,-1,no
36,1,3,cellular,150,4,-1,no
44,1,2,cellular,322,4,-1,no
34,10,2,cellular,101,3,-1,no
57,6,2,cellular,168,1,-1,no
45,2,1,cellular,81,4,-1,no
34,8,2,cellular,1360,3,-1,yes
56,6,2,cellular,101,1,-1,no
38,5,3,cellular,533,1,-1,no
43,1,2,cellular,228,3,-1,no
42,10,2,cellular,61,1,-1,no
35,9,2,cellular,369,1,-1,no
42,2,3,telephone,179,2,-1,no
40,7,2,cellular,78,16,-1,no
37,10,2,cellular,191,1,-1,no
28,8,2,cellular,522,1,-1,no
47,10,3,cellular,212,7,-1,no
47,8,4,cellular,89,20,-1,no
29,2,2,cellular,210,1,-1,no
45,5,3,cellular,34,3,-1,no
33,10,2,cellular,323,1,-1,no
53,10,2,telephone,18,1,-1,no
57,4,1,cellular,67,2,-1,no
42,2,1,cellular,581,4,-1,no
51,2,1,cellular,322,2,-1,no
60,6,2,telephone,241,3,-1,no
25,2,1,cellular,24,3,-1,no
52,2,1,cellular,245,1,-1,no
38,5,3,cellular,184,1,-1,no
37,1,2,cellular,152,2,-1,no
38,1,2,cellular,93,1,-1,no
38,11,2,cellular,105,2,-1,no
49,7,3,cellular,507,1,-1,no
31,2,2,cellular,357,1,-1,no
32,5,3,cellular,151,2,-1,no
36,2,2,cellular,167,2,-1,no
27,1,2,cellular,104,1,288,no
47,8,2,cellular,71,15,-1,no
51,1,2,cellular,195,1,-1,no
40,3,2,telephone,50,2,-1,no
33,10,2,cellular,898,5,-1,no
34,1,2,cellular,88,4,-1,no
29,10,1,cellular,255,1,-1,no
35,5,3,cellular,295,3,-1,no
42,2,2,cellular,91,2,-1,no
36,10,2,cellular,171,1,-1,no
29,2,1,cellular,121,4,-1,no
35,2,1,cellular,145,3,-1,no
31,4,2,cellular,171,1,-1,no
28,1,2,cellular,60,2,-1,no
55,2,4,cellular,769,3,-1,no
38,8,2,cellular,111,2,-1,no
48,10,2,cellular,112,1,-1,no
49,6,1,telephone,110,7,-1,no
29,10,3,cellular,203,2,-1,no
26,3,3,cellular,262,3,-1,no
33,9,2,cellular,100,1,-1,no
25,1,2,cellular,392,1,-1,no
42,5,3,cellular,509,1,-1,no
33,5,3,cellular,551,8,-1,no
38,4,3,telephone,100,11,-1,no
32,10,3,cellular,357,3,-1,no
30,5,3,cellular,106,3,-1,no
34,10,3,cellular,213,3,89,no
27,2,1,cellular,129,2,-1,no
31,2,2,cellular,37,1,-1,no
30,5,3,cellular,881,4,-1,no
49,1,2,cellular,31,1,-1,no
57,5,3,telephone,158,1,-1,no
59,5,3,cellular,250,1,-1,no
37,10,3,cellular,91,4,-1,no
27,2,3,cellular,230,1,-1,no
39,5,3,telephone,733,3,-1,yes
36,1,2,cellular,93,7,-1,no
50,10,2,cellular,357,1,-1,no
37,1,3,cellular,115,1,-1,no
41,8,2,cellular,71,9,-1,no
54,5,3,cellular,312,1,-1,no
49,5,3,cellular,206,1,-1,no
52,10,2,telephone,177,3,-1,no
27,5,2,cellular,54,3,-1,no
55,10,3,cellular,150,4,-1,no
49,10,3,cellular,298,1,-1,no
41,8,2,cellular,91,3,-1,no
44,2,2,cellular,90,1,-1,no
31,4,2,cellular,78,4,-1,no
45,12,1,telephone,90,3,-1,no
35,2,2,cellular,72,4,-1,no
46,4,1,telephone,171,1,-1,no
30,2,2,cellular,241,3,-1,no
56,5,3,cellular,121,2,-1,no
24,9,2,cellular,314,1,156,yes
37,4,2,cellular,225,3,-1,no
29,5,3,cellular,149,1,-1,no
38,1,1,telephone,86,9,-1,no
28,5,3,cellular,475,4,-1,no
34,8,2,cellular,59,4,-1,no
26,3,4,cellular,149,4,-1,no
44,8,2,cellular,333,2,-1,no
34,10,2,cellular,190,4,-1,no
38,2,1,cellular,66,1,-1,no
33,2,2,cellular,81,1,-1,no
38,10,2,cellular,91,9,-1,no
29,5,3,cellular,120,3,-1,no
25,5,3,cellular,690,3,-1,no
35,1,2,cellular,84,1,-1,no
39,2,2,cellular,38,1,-1,no
55,5,1,cellular,162,2,-1,no
43,5,3,cellular,474,1,-1,no
50,11,2,cellular,237,1,-1,no
57,6,1,cellular,50,5,-1,no
44,2,1,telephone,19,1,-1,no
27,5,3,cellular,369,1,-1,no
32,1,2,cellular,229,1,-1,no
47,8,2,cellular,251,5,-1,no
42,8,2,cellular,510,6,-1,no
41,2,2,cellular,251,3,-1,no
43,11,2,cellular,231,2,-1,no
56,5,1,cellular,251,2,-1,no
49,10,2,cellular,95,1,-1,no
51,5,3,telephone,443,1,-1,no
59,4,1,telephone,118,7,-1,no
33,10,3,cellular,71,5,-1,no
29,2,2,cellular,88,5,-1,no
34,4,2,telephone,305,7,-1,no
44,2,1,cellular,83,2,-1,no
34,5,3,cellular,47,1,-1,no
27,7,3,cellular,678,1,-1,no
35,8,2,cellular,87,1,-1,no
47,2,2,cellular,274,3,-1,no
57,2,2,cellular,322,3,-1,no
41,2,2,cellular,97,6,-1,no
35,5,3,telephone,37,1,-1,no
50,4,1,cellular,99,1,-1,no
38,2,2,cellular,292,8,-1,no
49,5,3,cellular,316,1,-1,yes
27,5,3,cellular,833,5,-1,no
58,4,3,cellular,111,1,-1,no
31,5,3,cellular,357,1,-1,no
25,8,2,cellular,71,11,-1,no
25,8,2,telephone,218,2,-1,no
50,2,1,cellular,407,11,-1,no
38,2,1,cellular,68,10,-1,no
33,1,2,cellular,147,5,-1,no
36,3,1,cellular,538,1,-1,no
31,1,2,cellular,366,3,-1,no
47,2,1,cellular,91,3,-1,no
29,5,3,cellular,862,2,-1,no
30,8,2,cellular,153,2,-1,no
43,10,2,cellular,145,2,-1,no
40,2,2,cellular,250,1,-1,no
42,10,2,cellular,291,1,-1,no
31,1,2,cellular,93,1,-1,no
40,10,2,cellular,181,2,-1,no
44,5,3,cellular,54,8,-1,no
51,1,2,cellular,130,1,-1,no
59,4,1,telephone,132,10,-1,no
58,6,1,cellular,106,3,-1,no
27,1,2,cellular,171,2,-1,no
35,3,2,cellular,936,4,-1,no
26,10,2,cellular,1002,3,-1,yes
29,10,3,cellular,72,2,-1,no
36,10,2,cellular,193,5,-1,no
56,3,3,cellular,118,3,-1,no
27,11,2,cellular,53,6,-1,no
33,10,3,cellular,202,3,-1,no
41,10,2,cellular,108,1,-1,no
51,5,3,cellular,553,1,-1,yes
34,1,2,cellular,296,1,-1,no
