age,job_id,edu_id,contact,duration,campaign,pdays,outcome
51,5,3,cellular,134,2,192,yes
30,1,2,telephone,119,1,167,no
36,2,2,unknown,71,1,378,yes
29,5,3,cellular,226,1,92,yes
75,6,2,telephone,124,2,91,no
32,5,3,cellular,126,1,92,yes
31,5,3,cellular,90,3,93,yes
22,10,2,telephone,129,1,-1,no
61,6,1,cellular,150,1,463,no
28,7,3,cellular,116,5,170,no
47,2,2,telephone,378,1,-1,yes
43,8,2,cellular,707,2,97,yes
27,7,3,cellular,123,1,196,yes
33,10,2,cellular,627,2,192,yes
82,6,3,telephone,226,1,-1,yes
34,10,2,cellular,319,1,100,no
26,5,3,telephone,238,1,-1,no
65,6,2,cellular,177,1,92,no
57,11,2,cellular,39,3,-1,no
48,2,2,cellular,169,1,196,yes
27,1,2,telephone,411,4,192,yes
54,4,2,cellular,241,1,-1,yes
