age,job_id,edu_id,contact,duration,campaign,pdays,outcome
32,2,1,cellular,348,3,-1,no
41,2,1,cellular,88,1,-1,no
51,2,1,cellular,187,2,-1,no
34,2,2,cellular,283,1,-1,no
53,11,2,cellular,689,2,-1,no
31,10,2,cellular,178,1,-1,no
39,2,2,cellular,224,1,-1,no
40,5,3,cellular,178,4,-1,no
36,1,2,cellular,425,2,-1,no
37,11,2,cellular,109,4,-1,no
40,5,1,cellular,317,2,-1,no
31,2,3,cellular,952,2,-1,yes
53,5,3,telephone,278,6,112,no
40,2,2,cellular,57,2,-1,no
39,2,2,cellular,180,1,185,no
33,5,3,cellular,67,1,-1,no
37,2,2,cellular,59,2,-1,no
46,2,1,cellular,157,2,-1,no
57,11,2,cellular,77,3,-1,no
45,5,3,telephone,25,8,-1,no
31,10,2,cellular,364,1,-1,no
57,6,2,telephone,90,2,-1,no
30,8,2,cellular,593,1,-1,yes
31,7,3,cellular,68,1,-1,no
36,7,2,cellular,537,2,-1,no
33,5,3,cellular,175,1,-1,no
52,2,2,telephone,871,3,-1,yes
43,3,3,cellular,90,4,114,no
57,7,3,cellular,1040,1,-1,no
49,7,3,cellular,226,3,-1,no
49,5,3,cellular,72,2,-1,no
52,8,2,cellular,276,1,122,no
55,3,3,cellular,88,2,112,no
57,11,1,cellular,231,2,-1,no
31,11,2,cellular,324,5,-1,no
47,7,2,unknown,14,7,112,no
34,2,2,cellular,541,1,-1,no
32,2,2,cellular,269,1,-1,no
36,7,3,cellular,115,3,-1,no
32,2,2,cellular,98,1,178,no
36,1,2,cellular,158,2,174,no
51,2,2,cellular,86,1,-1,no
31,5,3,cellular,251,4,-1,no
42,1,2,cellular,298,2,112,no
30,5,3,cellular,41,1,-1,no
39,10,2,cellular,1598,4,-1,yes
32,10,2,cellular,179,1,197,no
59,6,2,cellular,318,2,-1,no
43,2,2,cellular,1258,2,122,yes
32,8,2,cellular,500,2,133,yes
43,2,1,cellular,2453,2,-1,yes
40,2,1,cellular,325,2,-1,no
38,5,2,cellular,151,3,-1,no
40,8,2,cellular,405,1,-1,yes
30,2,2,cellular,994,1,177,yes
49,1,2,telephone,65,2,-1,no
43,5,3,cellular,154,2,-1,no
33,2,1,cellular,73,1,178,no
32,2,2,cellular,145,1,-1,no
37,5,3,cellular,125,3,-1,no
37,10,2,cellular,370,2,195,yes
30,3,2,cellular,117,3,-1,no
31,5,2,cellular,136,1,-1,no
30,2,1,cellular,405,1,139,no
