24,admin.,secondary,cellular,47,2,-1,no
32,management,tertiary,cellular,248,4,-1,yes
26,management,tertiary,cellular,415,1,-1,yes
46,management,tertiary,cellular,233,1,-1,no
53,technician,secondary,cellular,115,1,-1,yes
30,management,tertiary,cellular,269,1,-1,no
37,admin.,secondary,cellular,83,4,-1,no
72,retired,primary,telephone,255,1,91,yes
42,unemployed,secondary,cellular,158,1,330,no
29,self-employed,tertiary,cellular,136,1,291,yes
29,self-employed,tertiary,cellular,273,1,-1,yes
30,student,secondary,cellular,128,1,106,yes
28,management,tertiary,cellular,191,2,-1,yes
