age,job_id,edu_id,contact,duration,campaign,pdays,outcome
35,5,3,cellular,86,1,50,no
37,10,4,cellular,238,1,107,yes
95,6,2,telephone,215,1,-1,no
36,11,3,cellular,120,1,-1,no
61,5,3,cellular,99,1,-1,no
56,4,2,cellular,760,1,-1,no
44,2,2,cellular,82,1,142,no
37,2,4,cellular,143,1,94,no
58,11,3,cellular,278,1,-1,no
37,5,3,cellular,137,1,119,yes
30,1,3,cellular,214,1,-1,no
25,5,3,cellular,81,1,-1,no
31,10,2,cellular,477,1,-1,no
39,5,3,cellular,199,1,-1,no
35,10,2,cellular,66,1,-1,no
34,4,2,telephone,258,1,93,no
60,1,2,cellular,131,2,98,no
35,5,3,cellular,305,2,121,yes
54,5,3,cellular,395,2,108,no
