56,technician,secondary,cellular,12,2,-1,no
37,housemaid,primary,cellular,114,2,-1,no
44,management,tertiary,cellular,65,2,-1,no
38,admin.,primary,cellular,196,2,315,no
32,management,tertiary,cellular,148,2,-1,no
26,technician,secondary,cellular,158,2,-1,yes
24,blue-collar,secondary,cellular,10,6,-1,no
21,blue-collar,secondary,cellular,12,5,-1,no
36,blue-collar,secondary,cellular,345,2,341,no
32,admin.,secondary,cellular,95,3,341,no
35,self-employed,tertiary,cellular,19,7,-1,no
30,management,tertiary,cellular,483,2,291,no
28,blue-collar,secondary,cellular,415,2,-1,no
37,blue-collar,secondary,cellular,152,2,-1,no
50,admin.,secondary,cellular,630,3,-1,no
22,student,secondary,cellular,206,1,-1,yes
45,blue-collar,secondary,telephone,384,5,-1,no
33,blue-collar,secondary,cellular,7,7,-1,no
39,management,tertiary,cellular,287,3,-1,no
50,blue-collar,primary,cellular,184,2,151,no
32,services,secondary,cellular,12,6,-1,no
52,technician,secondary,cellular,438,1,-1,yes
40,technician,primary,cellular,1332,2,-1,yes
42,blue-collar,unknown,telephone,33,1,339,no
32,admin.,secondary,cellular,234,1,-1,no
28,blue-collar,secondary,cellular,774,2,326,no
30,management,secondary,cellular,397,3,-1,no
43,services,secondary,cellular,390,1,-1,no
46,technician,secondary,telephone,173,2,-1,no
37,blue-collar,secondary,cellular,430,1,-1,no
50,entrepreneur,primary,cellular,12,5,-1,no
32,management,tertiary,cellular,383,1,-1,no
32,blue-collar,secondary,cellular,311,1,321,no
35,blue-collar,primary,cellular,360,1,-1,no
37,blue-collar,secondary,cellular,124,1,-1,no
32,entrepreneur,secondary,cellular,1202,3,-1,yes
30,services,unknown,cellular,187,1,-1,no
49,technician,secondary,cellular,390,1,-1,no
42,blue-collar,primary,telephone,37,1,-1,no
36,admin.,secondary,cellular,176,1,322,no
32,blue-collar,secondary,cellular,165,1,-1,no
31,blue-collar,secondary,cellular,79,1,151,no
31,blue-collar,primary,cellular,14,1,-1,no
38,services,secondary,cellular,506,2,-1,no
34,blue-collar,secondary,cellular,257,1,-1,no
36,management,tertiary,cellular,150,2,-1,yes
32,services,secondary,cellular,322,1,-1,no
31,management,tertiary,cellular,156,1,-1,no
29,blue-collar,secondary,cellular,478,1,341,no
41,blue-collar,secondary,cellular,142,12,348,no
28,technician,secondary,cellular,1112,3,-1,yes
42,blue-collar,secondary,telephone,169,1,-1,no
32,blue-collar,secondary,cellular,339,1,-1,no
52,technician,tertiary,cellular,220,1,-1,no
34,admin.,secondary,cellular,374,3,307,no
33,technician,secondary,cellular,210,1,242,no
34,blue-collar,secondary,cellular,525,1,-1,no
32,blue-collar,secondary,cellular,533,1,-1,no
39,technician,secondary,cellular,390,1,-1,no
61,management,tertiary,cellular,122,3,-1,no
22,student,secondary,cellular,269,1,-1,no
37,blue-collar,primary,telephone,73,3,325,no
37,blue-collar,primary,cellular,136,3,-1,no
56,technician,secondary,cellular,249,1,-1,no
32,technician,secondary,cellular,60,1,343,no
31,technician,secondary,cellular,186,3,-1,no
45,blue-collar,primary,telephone,406,3,270,no
36,blue-collar,primary,cellular,223,1,-1,no
32,services,secondary,cellular,421,4,-1,no
28,management,secondary,cellular,227,5,-1,yes
47,management,primary,cellular,222,5,-1,no
35,management,tertiary,cellular,860,1,-1,yes
57,admin.,primary,cellular,207,1,346,no
33,blue-collar,primary,cellular,198,1,339,no
32,admin.,secondary,cellular,68,1,325,no
