25,technician,secondary,cellular,202,1,91,yes
57,retired,secondary,telephone,585,1,192,yes
55,admin.,secondary,cellular,210,1,192,yes
33,management,tertiary,cellular,170,1,343,yes
29,services,secondary,cellular,111,1,210,no
73,retired,primary,telephone,767,2,83,yes
70,retired,primary,cellular,300,2,48,no
50,management,tertiary,unknown,28,1,-1,no
36,management,tertiary,cellular,102,3,96,no
35,technician,secondary,cellular,502,3,270,no
67,retired,primary,cellular,499,2,91,yes
35,management,tertiary,cellular,261,2,-1,yes
