33,services,primary,cellular,63,11,-1,no
49,retired,primary,cellular,128,3,-1,no
36,technician,secondary,cellular,185,1,-1,no
47,unemployed,secondary,cellular,66,7,-1,no
59,management,primary,cellular,102,2,-1,no
42,retired,primary,cellular,199,2,-1,no
38,blue-collar,tertiary,telephone,293,20,-1,no
51,services,primary,cellular,59,2,-1,no
37,blue-collar,secondary,telephone,209,2,-1,no
39,self-employed,secondary,cellular,330,1,-1,no
51,blue-collar,primary,telephone,299,9,-1,no
27,management,tertiary,cellular,159,3,-1,no
43,management,primary,cellular,63,6,-1,no
37,technician,secondary,cellular,309,2,-1,no
49,management,tertiary,cellular,257,2,-1,no
37,services,secondary,cellular,36,2,-1,no
52,technician,secondary,cellular,53,1,-1,no
42,blue-collar,primary,cellular,71,1,-1,no
34,blue-collar,secondary,cellular,20,3,-1,no
37,management,secondary,cellular,117,1,-1,no
50,blue-collar,secondary,cellular,80,1,-1,no
48,admin.,secondary,cellular,109,4,-1,no
49,management,tertiary,cellular,201,1,-1,no
42,services,primary,cellular,397,1,-1,no
39,admin.,secondary,cellular,69,1,-1,no
58,blue-collar,secondary,telephone,264,3,-1,no
31,technician,tertiary,cellular,90,1,-1,no
34,management,secondary,cellular,94,2,-1,no
52,entrepreneur,secondary,cellular,72,3,-1,no
43,entrepreneur,secondary,cellular,317,1,-1,no
26,blue-collar,secondary,cellular,1150,3,-1,yes
36,technician,secondary,cellular,144,1,-1,no
26,entrepreneur,secondary,cellular,126,1,-1,no
34,services,secondary,cellular,302,2,-1,no
49,technician,tertiary,cellular,123,1,-1,no
27,admin.,secondary,cellular,114,1,-1,no
29,blue-collar,secondary,cellular,235,1,-1,no
44,blue-collar,primary,cellular,196,1,-1,no
40,services,secondary,telephone,84,1,-1,no
36,management,tertiary,cellular,106,1,-1,no
32,management,tertiary,telephone,151,1,-1,no
30,services,secondary,cellular,102,1,-1,no
55,retired,secondary,cellular,521,1,-1,no
32,management,tertiary,cellular,181,2,-1,no
35,admin.,secondary,cellular,80,5,-1,no
37,self-employed,secondary,cellular,158,1,-1,no
53,services,secondary,cellular,187,1,-1,no
55,retired,secondary,cellular,205,1,-1,no
46,entrepreneur,secondary,cellular,228,1,-1,no
26,blue-collar,secondary,cellular,628,1,-1,no
51,technician,secondary,cellular,117,3,-1,no
55,unemployed,secondary,cellular,418,2,-1,no
40,admin.,secondary,cellular,64,1,-1,no
60,entrepreneur,primary,cellular,302,2,-1,no
35,housemaid,primary,cellular,923,2,-1,yes
41,housemaid,primary,telephone,17,3,-1,no
42,admin.,secondary,cellular,50,1,-1,no
36,blue-collar,secondary,cellular,72,1,-1,no
27,housemaid,secondary,cellular,72,1,-1,no
52,admin.,secondary,cellular,115,1,-1,no
36,services,secondary,cellular,258,1,-1,no
30,services,secondary,cellular,544,1,-1,no
30,management,tertiary,cellular,124,1,-1,no
52,blue-collar,secondary,cellular,753,2,-1,yes
42,technician,secondary,cellular,72,6,-1,no
45,management,tertiary,cellular,391,2,-1,no
32,admin.,secondary,cellular,686,1,-1,no
42,services,secondary,cellular,324,1,-1,no
42,admin.,tertiary,cellular,295,1,-1,no
30,management,tertiary,cellular,284,1,-1,no
31,technician,unknown,cellular,86,1,-1,no
48,blue-collar,secondary,cellular,1171,1,-1,no
42,blue-collar,secondary,cellular,430,2,-1,no
46,management,tertiary,cellular,201,1,-1,no
38,management,tertiary,cellular,50,1,-1,no
