age,job_id,edu_id,contact,duration,campaign,pdays,outcome
56,2,1,unknown,291,2,-1,no
32,4,1,unknown,110,1,-1,no
32,1,2,unknown,856,2,-1,yes
51,8,2,unknown,153,2,-1,no
24,8,2,unknown,114,4,-1,no
55,2,1,unknown,293,3,-1,no
55,6,1,unknown,392,4,-1,no
27,2,1,unknown,422,6,-1,yes
29,1,2,unknown,326,1,-1,no
35,5,3,unknown,18,1,-1,no
53,8,1,unknown,159,2,-1,no
60,6,2,unknown,151,2,-1,no
57,2,1,unknown,79,1,-1,no
34,10,2,unknown,102,1,-1,no
36,10,2,unknown,56,2,-1,no
57,6,2,unknown,95,1,-1,no
57,4,1,unknown,194,1,-1,no
39,10,2,unknown,103,1,-1,no
32,2,4,unknown,120,6,-1,no
30,8,2,unknown,207,3,-1,no
55,6,1,unknown,141,1,-1,no
50,5,3,unknown,181,1,-1,no
41,1,2,unknown,169,2,-1,no
46,3,2,unknown,216,1,-1,no
30,2,2,unknown,148,5,-1,no
33,2,1,unknown,250,8,-1,no
