age,job_id,edu_id,contact,duration,campaign,pdays,outcome
27,9,3,telephone,187,3,322,yes
61,6,3,cellular,1447,2,-1,yes
51,10,3,cellular,539,2,-1,yes
31,2,3,cellular,142,2,-1,no
59,5,3,cellular,591,1,176,yes
36,10,2,cellular,328,1,109,no
27,11,3,telephone,39,2,-1,no
37,5,3,cellular,229,1,182,yes
45,1,2,cellular,145,1,-1,no
26,8,2,cellular,185,2,130,no
36,10,3,cellular,149,1,-1,no
35,1,2,cellular,136,6,-1,no
44,10,2,telephone,382,2,-1,yes
55,10,2,cellular,116,1,-1,yes
62,12,2,telephone,139,5,-1,no
25,1,2,cellular,131,12,-1,no
54,10,2,telephone,88,3,-1,no
27,10,3,cellular,658,1,-1,yes
29,5,3,cellular,175,5,-1,yes
37,5,3,cellular,313,1,152,yes
49,5,3,cellular,120,3,-1,yes
35,8,2,cellular,378,4,-1,yes
47,10,1,cellular,136,2,203,yes
37,10,3,cellular,239,1,-1,yes
35,1,4,cellular,59,2,-1,no
