age,job_id,edu_id,contact,duration,campaign,pdays,outcome
28,10,3,cellular,76,2,-1,no
33,10,2,telephone,169,4,-1,no
42,8,2,cellular,712,4,-1,yes
63,7,3,cellular,56,2,-1,no
65,11,2,telephone,904,1,-1,yes
34,5,3,cellular,78,4,103,no
26,1,2,cellular,54,1,-1,no
28,10,2,cellular,177,1,288,yes
25,9,2,cellular,170,3,-1,no
56,6,1,cellular,225,2,123,yes
31,5,3,cellular,73,2,-1,no
35,5,3,cellular,69,1,-1,no
43,2,1,cellular,154,1,-1,yes
49,1,3,cellular,368,1,-1,yes
40,11,3,cellular,263,2,180,yes
29,1,3,cellular,107,1,-1,no
33,2,2,cellular,76,2,-1,no
42,10,2,cellular,311,2,-1,yes
28,2,2,cellular,525,1,89,yes
33,1,3,cellular,202,2,-1,no
31,1,3,cellular,105,1,182,no
60,6,3,cellular,228,4,390,yes
38,8,2,cellular,207,1,-1,yes
