age,job_id,edu_id,contact,duration,campaign,pdays,outcome
33,4,3,cellular,199,2,146,no
31,8,2,cellular,139,1,-1,no
36,2,2,cellular,188,1,147,no
47,10,2,cellular,172,2,-1,no
36,10,3,cellular,123,3,265,no
41,1,2,cellular,263,1,-1,no
55,5,4,cellular,117,1,-1,no
47,3,2,telephone,272,2,321,no
52,2,1,cellular,55,4,335,no
53,8,2,cellular,144,2,-1,no
58,2,2,cellular,104,1,332,no
35,5,3,cellular,185,1,330,no
31,10,2,cellular,495,1,-1,yes
39,8,2,cellular,350,1,147,no
51,3,2,cellular,432,1,150,no
30,1,1,cellular,323,1,-1,no
50,2,1,cellular,105,2,-1,no
42,2,2,cellular,1463,2,-1,yes
53,1,2,cellular,104,1,267,no
37,5,4,cellular,555,1,-1,no
30,11,2,cellular,137,1,-1,no
27,2,2,cellular,130,1,323,no
24,1,2,cellular,284,1,-1,no
29,2,1,cellular,617,1,322,no
28,1,2,cellular,495,1,-1,no
33,11,3,cellular,670,1,-1,no
27,10,2,cellular,119,1,314,no
39,5,3,cellular,479,1,330,no
30,5,3,cellular,39,1,342,no
35,1,2,cellular,304,1,-1,no
35,10,2,cellular,1579,1,234,yes
39,8,2,cellular,539,1,-1,no
28,5,3,cellular,152,1,-1,no
35,8,3,cellular,316,2,-1,no
38,7,3,cellular,71,2,330,no
51,2,2,cellular,177,1,-1,no
39,1,2,cellular,772,1,-1,no
37,10,2,cellular,657,4,149,no
22,5,3,cellular,330,3,-1,yes
38,2,2,cellular,314,2,331,no
39,5,3,cellular,81,2,-1,no
44,2,1,cellular,614,1,281,no
42,1,2,cellular,102,2,149,no
53,2,1,cellular,1410,1,325,no
33,5,3,cellular,257,2,148,no
31,2,2,cellular,198,2,-1,no
30,2,2,cellular,218,1,330,no
41,1,2,cellular,258,1,-1,no
32,2,2,cellular,648,1,272,yes
37,8,2,cellular,114,1,148,no
51,1,2,cellular,168,1,-1,no
24,2,2,cellular,253,1,332,no
38,10,2,cellular,867,1,-1,no
30,1,2,cellular,66,1,346,no
39,10,2,cellular,137,1,300,no
47,5,2,cellular,262,2,-1,no
40,2,1,cellular,348,2,266,no
43,5,3,cellular,453,1,-1,yes
24,1,2,cellular,417,2,-1,no
41,2,2,cellular,75,1,-1,no
50,3,2,cellular,198,1,-1,no
39,2,1,cellular,1007,3,325,no
31,5,2,cellular,87,2,-1,no
43,2,4,cellular,191,2,322,no
38,2,1,cellular,283,1,-1,no
33,10,3,cellular,282,2,259,no
33,5,3,cellular,633,3,248,no
31,1,2,cellular,225,1,146,no
42,1,2,cellular,332,2,317,no
36,5,3,cellular,297,4,182,yes
39,2,1,cellular,232,1,335,no
48,1,2,cellular,433,2,-1,no
44,5,1,cellular,165,3,-1,yes
39,2,2,cellular,237,1,-1,no
24,2,2,cellular,296,1,-1,no
53,5,3,cellular,427,1,150,no
48,2,2,cellular,255,2,318,no
35,1,2,cellular,567,2,-1,no
42,2,4,cellular,291,1,332,no
52,1,2,cellular,156,1,336,no
33,1,2,cellular,301,3,-1,no
34,10,2,cellular,204,1,328,no
28,8,2,cellular,300,1,-1,no
24,9,4,cellular,176,1,-1,no
36,2,2,cellular,172,1,-1,no
48,2,2,cellular,227,1,-1,no
32,2,2,cellular,445,1,148,no
40,8,2,telephone,100,1,-1,no
34,10,3,cellular,288,3,324,no
32,10,3,cellular,944,1,318,yes
50,2,2,cellular,18,3,273,no
49,8,2,cellular,1366,1,-1,yes
33,2,2,cellular,323,2,321,no
23,2,1,cellular,743,1,-1,no
