age,job_id,edu_id,contact,duration,campaign,pdays,outcome
54,10,4,unknown,134,1,-1,no
47,6,1,unknown,188,4,-1,no
53,7,3,unknown,252,1,-1,no
59,6,2,unknown,148,1,-1,no
39,2,4,unknown,307,2,-1,no
39,1,2,unknown,97,1,-1,no
45,10,2,unknown,385,1,-1,no
36,4,2,unknown,283,1,-1,no
44,11,2,unknown,349,1,-1,no
55,10,2,unknown,331,12,-1,no
46,10,3,unknown,153,6,-1,no
26,7,3,cellular,139,5,-1,no
35,1,2,unknown,46,1,-1,no
38,5,3,unknown,159,2,-1,no
47,4,3,unknown,320,2,-1,no
44,2,2,unknown,149,1,-1,no
40,8,2,unknown,138,1,-1,no
40,5,2,unknown,577,2,-1,yes
44,5,3,unknown,130,2,-1,no
50,10,2,unknown,247,2,-1,no
35,2,1,unknown,124,1,-1,no
38,2,1,unknown,49,2,-1,no
42,2,2,unknown,315,1,-1,no
39,2,2,unknown,43,1,-1,no
55,5,3,unknown,298,3,-1,no
30,5,3,cellular,175,2,319,no
45,5,3,unknown,36,3,-1,no
44,8,2,unknown,406,1,-1,no
44,5,3,unknown,72,1,-1,no
49,2,1,unknown,66,1,-1,no
46,5,3,unknown,67,3,-1,no
43,8,2,unknown,157,1,-1,no
27,1,2,unknown,541,17,-1,yes
51,10,1,unknown,138,2,-1,no
35,1,2,unknown,88,2,-1,no
36,2,2,unknown,351,1,-1,no
60,6,2,unknown,119,1,-1,no
38,10,3,unknown,112,2,-1,no
43,2,1,unknown,317,1,-1,no
41,2,2,unknown,69,3,-1,no
55,2,1,unknown,202,1,-1,no
49,2,3,unknown,753,1,-1,no
47,2,1,unknown,68,1,-1,no
41,8,2,unknown,112,1,-1,no
42,11,2,unknown,153,6,-1,no
38,2,1,unknown,122,1,-1,no
55,2,2,unknown,614,2,-1,yes
49,12,1,unknown,90,3,-1,no
46,10,3,unknown,12,3,-1,no
36,2,1,unknown,278,1,-1,no
40,4,2,unknown,64,6,-1,no
60,5,2,cellular,95,7,357,yes
40,5,3,unknown,73,1,-1,no
57,3,4,unknown,344,1,-1,no
55,1,2,unknown,423,2,-1,no
36,3,1,unknown,478,2,-1,no
45,4,1,unknown,93,1,-1,no
37,4,2,unknown,165,1,-1,no
35,2,2,unknown,410,16,-1,no
43,2,1,unknown,30,1,-1,no
40,10,2,unknown,52,6,-1,no
53,6,2,unknown,138,1,-1,no
50,11,2,unknown,117,5,-1,no
38,8,2,unknown,160,2,-1,no
56,7,2,unknown,138,1,-1,no
48,2,2,unknown,185,2,-1,no
47,4,2,unknown,303,1,-1,no
40,11,2,unknown,316,2,-1,no
40,2,2,unknown,89,6,-1,no
44,8,2,unknown,109,2,-1,no
47,4,3,unknown,139,2,-1,no
54,2,2,unknown,124,1,-1,no
24,2,2,unknown,465,3,-1,yes
35,1,2,unknown,483,1,-1,no
38,3,2,unknown,339,3,-1,no
37,10,2,unknown,361,2,-1,no
52,3,3,unknown,246,2,-1,no
44,5,3,unknown,312,2,-1,no
44,6,2,unknown,583,1,-1,no
35,2,1,unknown,200,1,-1,no
43,5,3,unknown,462,3,-1,no
23,9,1,cellular,39,3,-1,no
31,2,2,cellular,127,2,-1,no
48,10,3,cellular,110,2,-1,no
49,1,2,unknown,106,1,-1,no
36,5,3,unknown,85,2,-1,no
37,11,3,unknown,542,3,-1,no
47,4,3,unknown,993,6,-1,yes
55,2,1,unknown,80,2,-1,no
58,6,1,unknown,773,4,-1,no
48,5,3,unknown,1243,7,-1,yes
59,3,3,unknown,167,1,-1,no
30,1,2,cellular,136,3,101,no
30,10,2,cellular,80,3,105,no
39,2,1,unknown,10,1,-1,no
58,1,2,unknown,885,1,-1,yes
35,11,2,unknown,40,6,-1,no
43,8,2,unknown,105,1,-1,no
57,6,2,unknown,192,1,-1,no
38,1,2,unknown,436,1,-1,no
49,5,3,unknown,691,1,-1,no
45,5,1,unknown,54,1,-1,no
56,2,1,unknown,123,1,-1,no
43,5,3,unknown,118,3,-1,no
38,2,2,unknown,136,2,-1,no
36,2,1,unknown,174,1,-1,no
52,1,2,unknown,271,1,-1,no
37,8,2,unknown,602,2,-1,no
59,5,3,unknown,278,2,-1,no
50,12,4,unknown,189,1,-1,no
36,10,2,unknown,264,1,-1,no
51,8,2,unknown,93,1,-1,no
55,3,2,unknown,186,1,-1,no
41,2,1,unknown,168,2,-1,no
42,8,3,cellular,186,2,-1,yes
40,3,2,unknown,144,1,-1,no
40,2,2,unknown,140,1,-1,no
48,10,4,unknown,181,1,-1,no
