33,services,secondary,telephone,371,1,204,no
25,services,secondary,unknown,32,1,-1,no
71,entrepreneur,tertiary,cellular,865,1,192,no
63,retired,unknown,cellular,125,6,177,no
27,services,secondary,cellular,416,3,-1,yes
33,technician,tertiary,cellular,196,1,87,no
56,management,unknown,cellular,305,1,192,yes
63,technician,secondary,cellular,318,1,388,yes
59,technician,secondary,cellular,1422,1,461,yes
22,student,secondary,telephone,169,1,191,yes
30,student,secondary,cellular,217,1,191,yes
66,management,unknown,cellular,98,1,87,yes
70,management,secondary,cellular,511,5,125,no
36,management,tertiary,cellular,293,3,268,no
74,retired,primary,cellular,385,2,-1,yes
