age,job_id,edu_id,contact,duration,campaign,pdays,outcome
47,8,2,unknown,207,1,-1,no
30,10,2,unknown,974,1,-1,no
37,10,2,unknown,80,2,-1,no
60,1,4,cellular,149,1,-1,no
25,10,2,cellular,137,2,-1,no
39,10,2,unknown,506,2,-1,no
33,2,2,unknown,129,3,-1,no
58,6,1,cellular,304,1,-1,no
44,6,2,unknown,206,1,-1,no
34,5,3,cellular,147,1,-1,no
38,10,2,unknown,193,1,-1,no
40,2,2,unknown,243,6,-1,no
28,7,3,unknown,1560,2,-1,yes
25,9,4,cellular,170,1,-1,yes
49,10,4,unknown,49,1,-1,no
36,8,2,unknown,247,1,-1,no
40,8,1,unknown,70,3,-1,no
44,10,2,unknown,788,11,-1,yes
37,1,2,unknown,96,2,-1,no
47,8,2,unknown,136,1,-1,no
35,10,2,cellular,58,1,105,no
43,2,2,unknown,185,1,-1,no
30,1,2,unknown,219,1,-1,no
40,5,2,cellular,135,1,104,no
31,1,2,unknown,518,1,-1,no
29,5,3,cellular,245,3,97,no
38,10,2,cellular,332,1,-1,yes
67,6,1,telephone,283,2,135,yes
47,5,3,unknown,212,1,-1,no
32,11,1,unknown,118,4,-1,no
28,9,2,unknown,329,2,-1,no
29,5,3,unknown,257,3,-1,no
32,2,1,unknown,185,4,-1,no
33,2,2,unknown,175,2,-1,no
53,2,1,cellular,103,2,-1,no
59,8,2,unknown,748,3,-1,yes
43,8,2,unknown,82,2,-1,no
51,5,3,cellular,109,1,-1,no
34,5,3,cellular,129,2,-1,no
42,1,2,unknown,147,6,-1,no
59,6,1,unknown,104,7,-1,no
35,2,2,unknown,435,3,-1,no
43,10,3,unknown,166,12,-1,no
40,1,2,unknown,76,2,-1,no
32,5,3,cellular,252,2,-1,no
42,10,2,unknown,258,1,-1,no
45,5,3,unknown,86,3,-1,no
31,10,2,cellular,405,3,205,yes
44,10,3,cellular,222,3,-1,no
32,2,1,unknown,185,5,-1,no
27,2,3,cellular,523,3,182,yes
35,10,2,unknown,349,2,-1,no
36,10,2,cellular,83,1,42,no
29,10,2,unknown,61,1,-1,no
56,11,1,unknown,250,1,-1,no
39,3,2,unknown,126,2,-1,no
35,2,1,unknown,129,3,-1,no
43,8,2,unknown,14,20,-1,no
25,9,2,cellular,226,2,-1,yes
34,2,2,unknown,193,5,-1,no
33,1,2,unknown,122,4,-1,no
28,5,3,unknown,144,1,-1,no
43,1,1,unknown,134,1,-1,no
32,2,1,unknown,252,2,-1,no
34,11,2,unknown,155,6,-1,no
26,9,3,cellular,264,2,-1,no
34,10,3,cellular,243,2,35,yes
40,2,2,unknown,245,1,-1,no
45,2,2,unknown,162,4,-1,no
26,2,2,unknown,504,2,-1,no
59,1,2,unknown,204,1,-1,no
28,10,2,unknown,112,1,-1,no
51,4,2,unknown,664,1,-1,no
44,2,4,unknown,175,3,-1,no
32,10,3,cellular,128,1,-1,no
33,2,2,unknown,167,3,-1,no
33,2,2,unknown,218,2,-1,no
35,10,2,unknown,290,2,-1,no
39,2,1,unknown,117,1,-1,no
52,2,4,unknown,336,3,-1,no
31,8,2,unknown,501,2,-1,no
56,6,2,unknown,152,2,-1,no
39,5,3,cellular,211,2,391,no
