age,job_id,edu_id,contact,duration,campaign,pdays,outcome
33,5,3,cellular,71,2,-1,no
34,5,3,cellular,1080,3,-1,yes
32,1,2,cellular,255,15,-1,no
53,7,3,cellular,121,5,-1,no
59,6,3,cellular,104,4,-1,no
35,10,3,cellular,86,2,-1,no
30,10,3,cellular,65,4,-1,no
43,10,2,cellular,134,4,-1,no
32,5,3,cellular,72,2,-1,no
37,5,3,cellular,187,4,-1,no
51,5,3,cellular,237,1,180,yes
41,5,3,cellular,55,5,-1,no
32,10,2,cellular,326,4,-1,no
57,6,2,cellular,491,1,-1,no
30,10,2,cellular,97,2,-1,no
58,6,4,cellular,273,2,-1,no
46,7,2,cellular,53,4,-1,no
31,5,2,cellular,720,1,-1,yes
57,4,1,cellular,610,4,-1,yes
59,6,1,cellular,77,1,-1,no
40,1,2,cellular,221,1,461,yes
33,5,3,cellular,104,4,-1,no
45,1,2,cellular,173,1,-1,no
48,2,1,cellular,856,3,-1,yes
43,5,3,cellular,155,2,-1,no
57,6,2,cellular,107,1,-1,no
31,7,2,cellular,312,3,-1,no
31,10,3,cellular,303,2,-1,no
38,5,3,cellular,347,2,-1,no
43,10,2,cellular,160,2,-1,no
53,5,2,cellular,246,3,-1,no
24,9,2,cellular,1363,1,-1,yes
45,2,1,cellular,48,9,-1,no
30,10,2,cellular,194,2,-1,no
58,7,1,cellular,206,1,461,yes
53,6,2,cellular,277,5,-1,no
34,5,3,cellular,159,3,-1,no
56,8,2,cellular,67,7,-1,no
55,10,2,cellular,110,1,-1,no
55,10,2,telephone,91,1,99,no
60,10,2,cellular,329,2,181,yes
53,5,3,cellular,73,2,-1,no
35,10,2,cellular,239,4,-1,no
33,10,2,cellular,285,2,-1,no
59,2,1,cellular,139,8,-1,no
32,10,3,cellular,385,3,-1,no
49,5,3,cellular,157,3,-1,no
44,10,2,cellular,48,2,-1,no
55,10,2,cellular,210,3,-1,no
41,10,2,cellular,153,4,-1,no
55,2,1,cellular,262,4,-1,no
31,5,3,cellular,127,2,461,no
30,10,2,cellular,187,2,-1,no
35,10,2,cellular,159,2,286,no
46,10,2,cellular,139,2,-1,no
42,5,3,cellular,64,1,-1,no
44,5,3,cellular,70,5,-1,no
36,10,2,cellular,268,3,-1,no
45,5,3,cellular,425,2,190,no
45,5,3,cellular,102,4,-1,no
33,5,3,cellular,99,2,-1,no
46,7,3,cellular,170,4,-1,no
60,5,3,cellular,601,2,-1,no
32,10,2,cellular,99,2,-1,no
46,10,3,cellular,138,3,-1,no
33,5,3,cellular,76,2,-1,no
38,10,2,cellular,63,6,-1,no
34,5,3,cellular,331,2,-1,no
59,6,2,cellular,239,3,-1,no
30,10,3,cellular,166,2,-1,no
32,5,3,cellular,379,3,-1,no
46,10,3,cellular,249,5,-1,no
71,5,3,cellular,265,1,190,no
28,8,2,unknown,61,1,-1,no
52,1,2,cellular,217,2,-1,no
32,10,3,cellular,67,1,-1,no
