age,job_id,edu_id,contact,duration,campaign,pdays,outcome
49,8,2,cellular,234,5,-1,no
47,3,3,cellular,189,4,-1,no
51,11,1,cellular,132,2,-1,no
40,5,3,cellular,80,3,-1,no
53,10,4,cellular,635,3,-1,no
41,10,3,cellular,95,5,-1,no
30,5,3,cellular,90,5,-1,no
53,7,3,cellular,60,4,-1,no
41,2,2,cellular,808,3,-1,yes
48,11,1,cellular,569,2,-1,no
56,6,1,cellular,820,6,-1,no
36,1,2,cellular,118,8,-1,no
42,10,2,cellular,32,5,-1,no
51,2,1,cellular,600,2,-1,yes
38,10,2,cellular,188,2,-1,no
26,2,2,cellular,361,4,-1,no
35,1,2,cellular,394,4,-1,no
32,1,3,cellular,57,4,-1,no
59,5,2,telephone,175,2,-1,no
45,2,1,cellular,116,2,-1,no
44,10,2,cellular,129,2,-1,no
56,10,2,cellular,336,2,-1,no
45,4,1,telephone,24,2,-1,no
27,2,2,cellular,114,4,-1,no
52,8,1,cellular,112,6,-1,no
57,10,3,cellular,169,2,182,yes
25,8,4,cellular,281,4,-1,no
39,8,2,cellular,100,3,-1,no
52,12,1,cellular,268,6,-1,no
42,2,2,cellular,222,5,-1,no
51,4,4,telephone,308,3,-1,no
57,5,3,cellular,174,3,-1,no
28,4,1,cellular,120,4,-1,no
58,6,2,telephone,345,17,-1,no
36,1,2,cellular,113,8,-1,no
32,10,3,cellular,52,4,-1,no
41,5,3,cellular,65,12,-1,no
42,10,3,cellular,2516,2,-1,yes
52,2,1,cellular,213,2,-1,no
42,7,2,cellular,146,2,-1,no
25,8,2,cellular,121,18,-1,no
56,4,2,cellular,69,5,-1,no
48,2,2,cellular,215,6,-1,no
29,5,3,cellular,95,6,-1,no
28,8,3,cellular,189,5,-1,no
36,7,3,cellular,246,18,-1,no
48,2,1,cellular,61,1,-1,no
54,4,1,cellular,92,2,-1,no
29,8,2,cellular,327,6,-1,no
33,1,3,cellular,185,6,-1,no
46,3,2,cellular,100,12,-1,no
29,5,3,cellular,199,9,-1,no
45,12,4,telephone,77,35,-1,no
54,10,2,cellular,90,3,-1,no
44,10,2,cellular,51,2,-1,no
27,1,2,cellular,20,21,-1,no
52,5,3,telephone,254,21,-1,no
51,3,3,cellular,112,2,-1,no
31,10,3,cellular,82,4,-1,no
48,1,2,cellular,164,6,-1,no
56,8,4,cellular,83,2,-1,no
39,1,3,cellular,851,2,-1,no
49,1,2,cellular,125,19,-1,no
32,2,2,cellular,119,7,-1,no
54,3,3,cellular,34,2,-1,no
53,11,2,cellular,69,2,-1,no
59,5,2,telephone,1140,3,-1,no
56,2,4,cellular,318,2,-1,no
47,8,2,cellular,293,2,-1,no
35,5,3,telephone,399,12,-1,no
35,5,3,telephone,480,9,-1,no
31,3,3,cellular,333,8,-1,no
39,1,2,cellular,551,2,-1,no
34,2,1,cellular,263,2,-1,no
51,2,2,cellular,125,2,-1,no
58,11,2,telephone,246,2,-1,no
39,10,3,cellular,99,12,-1,no
43,2,2,telephone,237,2,-1,no
47,5,3,cellular,340,3,-1,no
41,11,2,cellular,61,2,-1,no
49,1,2,cellular,246,4,-1,no
41,8,1,cellular,117,3,-1,no
39,2,2,cellular,735,4,-1,no
43,3,3,cellular,619,4,-1,no
48,5,3,telephone,863,10,-1,no
29,10,3,cellular,70,5,-1,no
50,5,2,telephone,790,1,-1,no
57,5,3,cellular,339,3,-1,no
45,8,4,telephone,186,2,-1,no
34,8,2,cellular,55,3,-1,no
44,5,3,cellular,129,6,-1,no
42,3,3,cellular,180,10,-1,no
41,10,2,cellular,55,2,-1,no
45,5,3,cellular,20,2,-1,no
53,1,2,cellular,86,6,-1,no
45,5,4,cellular,36,2,-1,no
47,2,2,cellular,145,3,-1,no
55,10,2,cellular,316,2,-1,no
57,10,2,cellular,109,2,-1,no
58,5,2,cellular,145,2,-1,no
59,1,2,telephone,90,2,-1,no
35,5,3,cellular,229,1,174,no
55,8,2,cellular,314,2,-1,no
60,6,2,cellular,62,8,-1,no
49,7,3,cellular,132,4,-1,no
47,1,2,cellular,172,2,-1,no
49,1,2,cellular,184,4,-1,no
54,1,4,cellular,597,5,-1,no
46,2,1,cellular,124,2,-1,no
30,5,3,cellular,109,3,-1,no
56,8,2,cellular,88,6,-1,no
33,10,2,cellular,105,4,-1,no
34,10,2,cellular,538,8,-1,no
29,10,3,cellular,510,9,-1,no
31,5,3,telephone,332,3,440,yes
45,5,1,telephone,145,4,-1,no
