age,job_id,edu_id,contact,duration,campaign,pdays,outcome
47,5,4,cellular,1103,3,-1,no
60,6,3,cellular,108,2,-1,no
43,5,2,cellular,75,3,-1,no
57,2,1,cellular,261,12,-1,no
32,1,2,cellular,98,1,-1,no
27,1,2,cellular,95,3,-1,no
58,5,1,cellular,179,2,-1,no
37,5,3,cellular,224,1,-1,yes
43,5,3,cellular,91,3,-1,no
28,10,2,cellular,576,2,-1,no
47,2,1,cellular,142,3,-1,no
36,8,2,cellular,217,1,-1,no
67,5,3,cellular,250,1,-1,no
43,10,3,cellular,412,4,-1,no
46,2,1,cellular,407,1,-1,no
40,2,1,cellular,107,3,-1,no
34,10,2,cellular,130,1,-1,no
35,1,2,cellular,480,1,-1,no
28,10,2,cellular,532,1,-1,yes
46,10,2,cellular,248,3,-1,no
42,1,2,cellular,375,3,-1,no
31,2,2,cellular,221,2,-1,no
54,5,3,cellular,17,19,-1,no
42,2,2,cellular,277,2,-1,no
81,5,3,cellular,170,1,-1,no
47,10,2,cellular,973,3,-1,yes
42,5,4,cellular,56,4,-1,no
25,2,2,cellular,113,4,-1,no
33,10,2,cellular,208,2,-1,no
56,5,1,cellular,118,1,-1,no
29,2,1,cellular,461,1,-1,no
58,2,2,cellular,244,4,-1,no
43,10,2,cellular,156,1,260,no
49,2,1,cellular,205,4,-1,no
57,10,2,cellular,236,1,-1,no
30,1,2,cellular,422,1,-1,no
26,2,2,telephone,360,3,-1,no
43,2,1,telephone,245,5,-1,no
59,2,2,cellular,450,2,-1,no
52,6,3,cellular,61,6,-1,no
34,1,2,cellular,445,1,-1,no
53,1,2,telephone,82,2,75,no
59,12,1,telephone,66,8,-1,no
31,8,2,cellular,148,1,152,no
42,2,1,cellular,434,3,-1,yes
53,2,1,cellular,114,1,-1,no
32,7,3,cellular,889,1,-1,yes
33,8,2,cellular,227,4,-1,no
28,1,2,cellular,92,1,-1,no
40,2,1,cellular,756,3,-1,no
36,8,2,cellular,151,4,-1,no
56,2,1,telephone,176,6,-1,no
29,2,1,cellular,210,1,-1,no
30,8,2,cellular,161,2,-1,no
44,8,2,cellular,182,3,-1,no
27,2,2,cellular,159,2,-1,no
43,3,2,telephone,122,2,-1,no
39,5,3,cellular,58,1,-1,no
46,5,1,cellular,113,2,-1,no
58,6,1,telephone,876,1,-1,yes
58,2,1,cellular,200,4,-1,no
