age,job_id,edu_id,contact,duration,campaign,pdays,outcome
28,10,2,cellular,196,2,-1,yes
68,6,1,cellular,373,1,-1,yes
70,6,2,telephone,252,3,183,no
30,9,4,cellular,167,9,-1,no
23,1,3,cellular,168,2,-1,no
27,9,3,cellular,82,3,-1,yes
48,5,1,cellular,77,6,-1,no
60,6,2,cellular,308,2,196,yes
59,5,4,cellular,64,1,-1,no
40,11,2,cellular,219,1,91,yes
83,6,1,telephone,181,1,-1,yes
54,4,3,cellular,607,2,-1,yes
50,5,2,cellular,61,2,-1,no
30,10,3,cellular,172,2,-1,no
36,1,2,cellular,53,3,-1,no
19,9,4,telephone,86,12,-1,no
46,1,2,cellular,135,1,-1,no
30,2,1,cellular,116,7,186,no
25,11,2,cellular,86,1,-1,no
29,1,2,cellular,41,2,-1,no
31,5,3,cellular,112,2,106,yes
