50,services,secondary,cellular,206,4,-1,no
31,technician,tertiary,cellular,116,8,-1,no
31,technician,secondary,cellular,139,5,-1,no
60,retired,secondary,cellular,87,2,-1,no
46,technician,secondary,cellular,61,4,-1,no
57,retired,primary,cellular,626,3,-1,yes
50,blue-collar,primary,cellular,103,3,-1,no
39,technician,secondary,cellular,116,9,-1,no
50,management,tertiary,cellular,162,4,-1,no
36,management,tertiary,cellular,109,5,-1,no
36,management,tertiary,cellular,48,4,-1,no
58,technician,tertiary,cellular,540,4,-1,no
31,management,tertiary,cellular,191,5,-1,no
30,management,tertiary,cellular,342,3,-1,no
52,services,secondary,cellular,288,12,-1,no
53,unknown,unknown,cellular,209,5,-1,no
51,technician,tertiary,cellular,91,9,-1,no
33,technician,secondary,cellular,196,12,-1,no
48,management,tertiary,cellular,110,3,-1,no
60,retired,primary,cellular,115,7,-1,no
50,management,tertiary,cellular,57,3,-1,no
59,blue-collar,primary,cellular,102,5,-1,no
33,technician,tertiary,cellular,88,4,-1,no
37,self-employed,secondary,cellular,68,4,-1,no
45,blue-collar,primary,cellular,78,4,-1,no
47,management,secondary,cellular,141,4,-1,no
41,technician,secondary,cellular,160,4,-1,no
52,management,tertiary,cellular,472,10,-1,no
35,technician,tertiary,cellular,63,5,-1,no
34,technician,secondary,cellular,132,6,-1,no
36,management,tertiary,cellular,85,6,-1,no
32,technician,secondary,cellular,132,8,-1,no
36,management,tertiary,cellular,425,6,-1,no
58,blue-collar,unknown,cellular,50,23,-1,no
43,technician,secondary,cellular,363,7,-1,yes
55,blue-collar,secondary,cellular,129,5,-1,no
33,technician,secondary,cellular,66,9,-1,no
51,blue-collar,primary,cellular,121,4,-1,no
43,management,tertiary,cellular,143,4,-1,no
33,technician,secondary,cellular,145,8,-1,no
32,technician,secondary,cellular,99,13,-1,no
37,management,tertiary,cellular,112,4,-1,no
48,management,tertiary,cellular,961,4,-1,yes
40,technician,secondary,cellular,87,5,-1,no
30,technician,secondary,cellular,73,3,-1,no
37,management,tertiary,cellular,463,4,-1,no
46,admin.,secondary,cellular,67,9,-1,no
53,technician,secondary,cellular,103,5,-1,no
38,management,tertiary,cellular,234,12,-1,no
49,admin.,secondary,cellular,220,3,-1,no
33,management,tertiary,cellular,80,4,-1,no
