age,job_id,edu_id,contact,duration,campaign,pdays,outcome
25,1,3,cellular,58,2,-1,no
73,6,3,cellular,49,2,-1,yes
42,11,3,cellular,156,1,-1,yes
41,5,2,cellular,87,2,-1,yes
30,12,3,cellular,30,3,-1,no
53,10,2,telephone,429,4,-1,no
36,1,2,cellular,123,3,99,no
37,1,2,cellular,46,1,-1,no
66,6,2,cellular,131,2,-1,yes
28,10,2,cellular,79,1,-1,yes
31,5,3,cellular,172,1,-1,yes
29,5,3,cellular,45,1,-1,no
45,10,2,cellular,71,1,-1,no
45,5,3,cellular,94,2,-1,no
39,2,1,cellular,233,1,270,yes
49,7,3,cellular,118,5,21,no
