41,management,tertiary,unknown,95,4,-1,no
56,services,secondary,unknown,176,2,-1,no
44,blue-collar,primary,unknown,179,2,-1,no
45,blue-collar,secondary,unknown,319,5,-1,no
43,retired,primary,unknown,114,2,-1,no
50,technician,tertiary,unknown,170,5,-1,no
26,blue-collar,primary,unknown,311,5,-1,no
34,services,secondary,unknown,362,3,-1,no
39,admin.,primary,unknown,347,8,-1,no
32,management,tertiary,unknown,86,4,-1,no
46,services,secondary,unknown,101,4,-1,no
58,management,tertiary,unknown,288,2,-1,no
54,entrepreneur,secondary,unknown,44,3,-1,no
40,services,secondary,unknown,1013,3,-1,no
42,management,primary,unknown,90,3,-1,no
42,unemployed,primary,unknown,155,6,-1,no
50,blue-collar,secondary,unknown,468,5,-1,no
50,management,tertiary,unknown,226,2,-1,no
42,housemaid,primary,unknown,54,2,-1,no
41,blue-collar,secondary,unknown,1162,4,-1,yes
50,blue-collar,primary,unknown,114,2,-1,no
42,admin.,secondary,unknown,349,2,-1,no
46,admin.,secondary,unknown,646,3,-1,yes
48,admin.,secondary,unknown,755,2,-1,no
50,management,tertiary,unknown,305,3,-1,no
52,technician,primary,unknown,148,3,-1,no
43,admin.,secondary,unknown,243,1,-1,no
57,management,tertiary,unknown,391,2,-1,no
49,admin.,secondary,unknown,204,1,-1,no
30,management,secondary,unknown,236,4,-1,no
52,technician,secondary,unknown,112,1,-1,no
41,housemaid,primary,unknown,125,4,-1,no
47,services,secondary,unknown,141,1,-1,no
46,admin.,secondary,unknown,360,1,-1,no
27,services,secondary,unknown,312,6,-1,no
46,services,secondary,unknown,366,1,-1,no
53,entrepreneur,tertiary,unknown,100,1,-1,no
51,retired,secondary,unknown,70,1,-1,no
47,technician,secondary,unknown,254,1,-1,no
60,retired,secondary,unknown,230,1,-1,no
47,management,tertiary,unknown,246,1,-1,no
48,services,secondary,unknown,97,1,-1,no
45,blue-collar,secondary,unknown,135,1,-1,no
52,blue-collar,primary,unknown,755,1,-1,yes
53,retired,tertiary,unknown,73,1,-1,no
54,technician,tertiary,unknown,12,3,-1,no
46,admin.,secondary,unknown,65,1,-1,no
48,admin.,secondary,unknown,420,1,-1,no
43,retired,secondary,unknown,259,1,-1,no
42,unemployed,tertiary,unknown,192,1,-1,no
56,retired,secondary,unknown,189,1,-1,no
48,services,secondary,unknown,263,1,-1,no
45,blue-collar,primary,unknown,126,1,-1,no
51,admin.,primary,unknown,415,8,-1,no
43,self-employed,unknown,unknown,746,1,-1,yes
42,technician,tertiary,unknown,260,1,-1,no
44,management,tertiary,unknown,71,1,-1,no
40,services,secondary,unknown,735,1,-1,no
57,management,secondary,unknown,75,1,-1,no
42,technician,secondary,unknown,87,1,-1,no
58,services,secondary,unknown,183,5,-1,no
40,services,secondary,unknown,62,1,-1,no
49,services,secondary,unknown,150,1,-1,no
46,management,secondary,unknown,244,1,-1,no
