age,job_id,edu_id,contact,duration,campaign,pdays,outcome
37,10,2,cellular,344,2,182,yes
59,3,2,cellular,738,3,183,yes
45,2,2,unknown,676,1,-1,yes
38,5,3,cellular,119,4,-1,no
30,10,3,cellular,127,3,149,yes
19,9,2,cellular,252,2,-1,yes
32,5,3,cellular,287,1,-1,no
38,5,3,cellular,234,1,92,yes
42,1,2,unknown,80,1,-1,no
32,10,3,telephone,181,1,-1,yes
25,10,2,cellular,716,3,-1,yes
61,6,1,telephone,84,3,-1,no
31,10,2,cellular,168,2,-1,no
68,6,3,cellular,277,1,184,yes
55,5,3,cellular,360,5,-1,yes
76,6,3,cellular,344,1,183,yes
27,2,2,cellular,504,1,183,yes
31,2,4,cellular,257,1,128,yes
41,10,3,cellular,133,1,107,yes
28,9,2,telephone,157,1,-1,yes
29,2,3,cellular,542,4,148,yes
29,7,2,cellular,247,1,184,yes
35,5,3,cellular,422,1,175,no
78,6,1,telephone,97,1,-1,yes
