49,management,tertiary,cellular,336,5,-1,yes
69,retired,secondary,cellular,429,1,-1,yes
66,retired,unknown,telephone,441,2,156,yes
61,retired,primary,cellular,112,2,-1,no
32,management,tertiary,cellular,798,1,185,yes
28,management,tertiary,cellular,267,1,-1,no
47,management,tertiary,telephone,805,1,190,yes
22,student,tertiary,cellular,182,1,156,no
57,management,tertiary,telephone,208,1,-1,no
58,management,tertiary,cellular,422,1,188,yes
64,retired,primary,cellular,232,1,-1,yes
54,management,tertiary,cellular,501,1,188,no
45,management,tertiary,cellular,364,1,191,no
72,retired,primary,cellular,582,4,115,yes
