age,job_id,edu_id,contact,duration,campaign,pdays,outcome
31,10,2,telephone,133,1,-1,no
34,5,3,telephone,486,1,-1,yes
39,5,3,cellular,248,1,-1,no
51,5,3,cellular,98,2,97,no
23,10,2,cellular,406,1,195,yes
49,5,1,cellular,269,2,-1,yes
28,7,3,unknown,158,1,-1,yes
21,9,2,telephone,513,1,91,yes
33,11,2,telephone,119,1,-1,no
54,1,2,cellular,167,1,-1,yes
58,2,2,cellular,79,4,-1,no
35,1,3,cellular,133,1,90,no
38,3,2,cellular,357,3,93,yes
32,10,3,cellular,199,1,-1,yes
73,6,1,cellular,516,2,90,no
35,5,3,cellular,158,1,195,no
47,10,2,unknown,74,1,-1,no
