age,job_id,edu_id,contact,duration,campaign,pdays,outcome
41,6,1,cellular,213,1,-1,no
35,5,3,cellular,221,1,182,yes
57,1,2,cellular,61,1,-1,no
48,5,3,cellular,1226,2,-1,yes
43,5,3,cellular,1573,2,139,no
29,1,3,cellular,357,2,237,no
36,1,2,cellular,204,2,99,yes
49,1,2,cellular,404,1,68,no
55,1,2,cellular,135,1,113,no
27,1,2,cellular,123,2,-1,no
52,5,1,cellular,227,1,-1,no
39,10,2,cellular,242,1,48,yes
36,5,3,cellular,169,1,182,yes
54,5,3,cellular,167,1,-1,no
46,3,2,cellular,92,1,327,no
35,10,3,cellular,301,2,-1,yes
72,2,1,telephone,120,1,-1,no
31,1,3,cellular,63,1,-1,no
62,7,3,cellular,216,1,183,yes
38,5,3,cellular,252,2,183,yes
