42,services,secondary,cellular,712,4,-1,yes
33,technician,secondary,telephone,169,4,-1,no
31,management,tertiary,cellular,73,2,-1,no
34,management,tertiary,cellular,78,4,103,no
28,technician,tertiary,cellular,76,2,-1,no
35,services,secondary,cellular,378,4,-1,yes
36,technician,tertiary,cellular,149,1,-1,no
55,technician,secondary,cellular,116,1,-1,yes
62,unknown,secondary,telephone,139,5,-1,no
43,blue-collar,primary,cellular,154,1,-1,yes
31,blue-collar,tertiary,cellular,142,2,-1,no
45,admin.,secondary,cellular,145,1,-1,no
35,management,tertiary,cellular,69,1,-1,no
37,technician,tertiary,cellular,239,1,-1,yes
26,admin.,secondary,cellular,54,1,-1,no
25,student,secondary,cellular,170,3,-1,no
33,admin.,tertiary,cellular,202,2,-1,no
29,management,tertiary,cellular,175,5,-1,yes
49,management,tertiary,cellular,120,3,-1,yes
35,admin.,unknown,cellular,59,2,-1,no
63,self-employed,tertiary,cellular,56,2,-1,no
61,retired,tertiary,cellular,1447,2,-1,yes
33,blue-collar,secondary,cellular,76,2,-1,no
25,admin.,secondary,cellular,131,12,-1,no
35,admin.,secondary,cellular,136,6,-1,no
44,technician,secondary,telephone,382,2,-1,yes
54,technician,secondary,telephone,88,3,-1,no
27,unemployed,tertiary,telephone,39,2,-1,no
65,unemployed,secondary,telephone,904,1,-1,yes
59,management,tertiary,cellular,591,1,176,yes
37,management,tertiary,cellular,229,1,182,yes
28,blue-collar,secondary,cellular,525,1,89,yes
29,admin.,tertiary,cellular,107,1,-1,no
27,technician,tertiary,cellular,658,1,-1,yes
49,admin.,tertiary,cellular,368,1,-1,yes
31,admin.,tertiary,cellular,105,1,182,no
38,services,secondary,cellular,207,1,-1,yes
36,technician,secondary,cellular,328,1,109,no
28,technician,secondary,cellular,177,1,288,yes
51,technician,tertiary,cellular,539,2,-1,yes
26,services,secondary,cellular,185,2,130,no
56,retired,primary,cellular,225,2,123,yes
37,management,tertiary,cellular,313,1,152,yes
47,technician,primary,cellular,136,2,203,yes
60,retired,tertiary,cellular,228,4,390,yes
42,technician,secondary,cellular,311,2,-1,yes
27,student,tertiary,telephone,187,3,322,yes
40,unemployed,tertiary,cellular,263,2,180,yes
